latency,duration,type,marker_value,key,timestamp,marker_id
5.528184,0.000000,serial,116,-1,1697148305.409598,1
12.528208,0.000000,serial,116,-1,1697148312.409622,2
19.532136,0.000000,serial,116,-1,1697148319.413550,3
26.532160,0.000000,serial,116,-1,1697148326.413574,4
33.536088,0.000000,serial,116,-1,1697148333.417502,5
40.536112,0.000000,serial,116,-1,1697148340.417526,6
47.540040,0.000000,serial,116,-1,1697148347.421454,7
54.540064,0.000000,serial,116,-1,1697148354.421478,8
61.543992,0.000000,serial,116,-1,1697148361.425406,9
68.544016,0.000000,serial,116,-1,1697148368.425430,10
75.547944,0.000000,serial,116,-1,1697148375.429358,11
82.547968,0.000000,serial,116,-1,1697148382.429382,12
89.547992,0.000000,serial,116,-1,1697148389.429406,13
96.551920,0.000000,serial,116,-1,1697148396.433334,14
103.551945,0.000000,serial,116,-1,1697148403.433359,15
110.555873,0.000000,serial,116,-1,1697148410.437287,16
117.555897,0.000000,serial,116,-1,1697148417.437311,17
124.559825,0.000000,serial,116,-1,1697148424.441239,18
131.563753,0.000000,serial,116,-1,1697148431.445167,19
138.571585,0.000000,serial,116,-1,1697148438.452999,20
145.583321,0.000000,serial,116,-1,1697148445.464735,21
152.575537,0.000000,serial,116,-1,1697148452.456951,22
159.579465,0.000000,serial,116,-1,1697148459.460879,23
166.579489,0.000000,serial,116,-1,1697148466.460903,24
173.583417,0.000000,serial,116,-1,1697148473.464831,25
