latency,duration,type,marker_value,key,timestamp,marker_id
6.242632,0.000000,serial,116,-1,1696627939.946657,1
13.242656,0.000000,serial,116,-1,1696627946.946681,2
20.242681,0.000000,serial,116,-1,1696627953.946706,3
27.246609,0.000000,serial,116,-1,1696627960.950634,4
34.250538,0.000000,serial,116,-1,1696627967.954563,5
41.246658,0.000000,serial,116,-1,1696627974.950683,6
48.250587,0.000000,serial,116,-1,1696627981.954612,7
55.254515,0.000000,serial,116,-1,1696627988.958540,8
62.254540,0.000000,serial,116,-1,1696627995.958565,9
69.254564,0.000000,serial,116,-1,1696628002.958589,10
76.258493,0.000000,serial,116,-1,1696628009.962518,11
83.258517,0.000000,serial,116,-1,1696628016.962542,12
90.262446,0.000000,serial,116,-1,1696628023.966471,13
97.262470,0.000000,serial,116,-1,1696628030.966495,14
104.262495,0.000000,serial,116,-1,1696628037.966520,15
111.266423,0.000000,serial,116,-1,1696628044.970448,16
118.266448,0.000000,serial,116,-1,1696628051.970473,17
125.266472,0.000000,serial,116,-1,1696628058.970497,18
132.270401,0.000000,serial,116,-1,1696628065.974426,19
139.270425,0.000000,serial,116,-1,1696628072.974450,20
146.274354,0.000000,serial,116,-1,1696628079.978379,21
153.274378,0.000000,serial,116,-1,1696628086.978403,22
160.305635,0.000000,serial,116,-1,1696628094.009660,23
167.278331,0.000000,serial,116,-1,1696628100.982356,24
174.286163,0.000000,serial,116,-1,1696628107.990188,25
