latency,duration,type,marker_value,key,timestamp,marker_id
8.208725,0.000000,serial,116,-1,1696966986.143740,1
15.214294,0.000000,serial,116,-1,1696966993.149309,2
22.212455,0.000000,serial,116,-1,1696967000.147470,3
29.218416,0.000000,serial,116,-1,1696967007.153431,4
36.217746,0.000000,serial,116,-1,1696967014.152761,5
43.221311,0.000000,serial,116,-1,1696967021.156326,6
50.221594,0.000000,serial,116,-1,1696967028.156609,7
57.225623,0.000000,serial,116,-1,1696967035.160638,8
64.225358,0.000000,serial,116,-1,1696967042.160373,9
71.224634,0.000000,serial,116,-1,1696967049.159649,10
78.230045,0.000000,serial,116,-1,1696967056.165060,11
85.230800,0.000000,serial,116,-1,1696967063.165815,12
92.231862,0.000000,serial,116,-1,1696967070.166877,13
99.232135,0.000000,serial,116,-1,1696967077.167150,14
106.234460,0.000000,serial,116,-1,1696967084.169475,15
113.237944,0.000000,serial,116,-1,1696967091.172959,16
120.259816,0.000000,serial,116,-1,1696967098.194831,17
127.253229,0.000000,serial,116,-1,1696967105.188244,18
134.266323,0.000000,serial,116,-1,1696967112.201338,19
141.271293,0.000000,serial,116,-1,1696967119.206308,20
148.272819,0.000000,serial,116,-1,1696967126.207834,21
155.323240,0.000000,serial,116,-1,1696967133.258255,22
162.295802,0.000000,serial,116,-1,1696967140.230817,23
169.275794,0.000000,serial,116,-1,1696967147.210809,24
176.311017,0.000000,serial,116,-1,1696967154.246032,25
