latency,duration,type,marker_value,key,timestamp,marker_id
6.055242,0.000000,serial,116,-1,1696465146.304252,1
13.059178,0.000000,serial,116,-1,1696465153.308188,2
20.059209,0.000000,serial,116,-1,1696465160.308219,3
27.086569,0.000000,serial,116,-1,1696465167.335579,4
34.070984,0.000000,serial,116,-1,1696465174.319994,5
41.071016,0.000000,serial,116,-1,1696465181.320026,6
48.106184,0.000000,serial,116,-1,1696465188.355194,7
55.094503,0.000000,serial,116,-1,1696465195.343513,8
62.075014,0.000000,serial,116,-1,1696465202.324024,9
69.078950,0.000000,serial,116,-1,1696465209.327960,10
76.078981,0.000000,serial,116,-1,1696465216.327991,11
83.110245,0.000000,serial,116,-1,1696465223.359255,12
90.082948,0.000000,serial,116,-1,1696465230.331958,13
97.086884,0.000000,serial,116,-1,1696465237.335894,14
104.086915,0.000000,serial,116,-1,1696465244.335925,15
111.094754,0.000000,serial,116,-1,1696465251.343764,16
118.098690,0.000000,serial,116,-1,1696465258.347700,17
125.122146,0.000000,serial,116,-1,1696465265.371156,18
132.122177,0.000000,serial,116,-1,1696465272.371187,19
139.122209,0.000000,serial,116,-1,1696465279.371219,20
146.184706,0.000000,serial,116,-1,1696465286.433716,21
153.133984,0.000000,serial,116,-1,1696465293.382994,22
160.126207,0.000000,serial,116,-1,1696465300.375217,23
167.141855,0.000000,serial,116,-1,1696465307.390865,24
174.145791,0.000000,serial,116,-1,1696465314.394801,25
