,EEG.F3,EEG.F4,EEG.FC5,EEG.FC6,EEG.P7,EEG.P8,EEG.T7,EEG.T8
0,4217.563965,4500.897461,4207.179688,4447.051270,4367.563965,4388.461426,4334.358887,4380.000000
1,4218.846191,4507.820313,4207.820313,4450.128418,4364.743652,4384.615234,4332.179688,4374.102539
2,4220.897461,4514.230957,4209.487305,4452.051270,4368.333496,4382.179688,4329.743652,4373.205078
3,4223.333496,4516.538574,4211.666504,4451.282227,4374.743652,4382.179688,4328.589844,4378.461426
4,4225.128418,4515.384766,4212.948730,4449.358887,4378.846191,4383.205078,4329.487305,4385.641113
5,4225.384766,4515.000000,4212.436035,4448.974121,4377.051270,4382.307617,4331.666504,4388.077148
6,4223.333496,4519.230957,4209.871582,4452.179688,4370.128418,4377.051270,4333.077148,4381.538574
7,4219.743652,4527.307617,4206.538574,4457.563965,4362.820313,4367.563965,4332.692383,4367.692383
8,4217.436035,4532.820313,4204.230957,4460.897461,4360.384766,4357.820313,4331.153809,4354.487305
9,4218.077148,4528.333496,4203.589844,4457.948730,4365.256348,4352.307617,4330.641113,4350.512695
10,4220.000000,4511.282227,4204.102539,4447.692383,4374.615234,4353.846191,4332.436035,4358.846191
11,4220.000000,4487.820313,4203.974121,4434.358887,4382.179688,4360.128418,4335.641113,4373.589844
12,4216.794922,4470.256348,4202.563965,4425.128418,4382.179688,4365.512695,4337.179688,4384.230957
13,4212.051270,4468.461426,4200.384766,4425.384766,4373.333496,4365.384766,4335.000000,4382.563965
14,4208.205078,4482.436035,4198.846191,4433.974121,4360.256348,4360.384766,4329.615234,4369.615234
15,4206.538574,4501.666504,4199.102539,4445.128418,4351.282227,4355.897461,4324.102539,4355.769043
16,4207.307617,4512.436035,4200.512695,4451.410156,4352.563965,4357.820313,4321.410156,4352.563965
17,4209.487305,4507.948730,4201.282227,4449.871582,4362.820313,4367.051270,4322.436035,4363.846191
18,4210.384766,4492.436035,4200.256348,4442.307617,4374.102539,4379.487305,4325.641113,4382.051270
19,4208.717773,4478.461426,4198.333496,4435.128418,4377.948730,4389.102539,4329.230957,4395.000000
20,4206.025879,4477.563965,4196.794922,4434.871582,4372.820313,4392.436035,4332.179688,4395.000000
21,4205.384766,4491.410156,4196.410156,4442.436035,4364.230957,4390.512695,4333.846191,4385.128418
22,4207.948730,4510.128418,4196.666504,4452.820313,4360.769043,4387.948730,4334.230957,4375.256348
23,4211.794922,4519.743652,4197.692383,4458.846191,4366.153809,4389.230957,4334.358887,4374.615234
24,4215.128418,4515.512695,4199.871582,4457.948730,4376.794922,4395.000000,4335.769043,4384.871582
25,4217.563965,4504.871582,4202.820313,4453.846191,4384.487305,4401.538574,4338.974121,4399.102539
26,4219.487305,4500.512695,4205.769043,4452.436035,4382.179688,4403.333496,4343.077148,4407.051270
27,4220.384766,4508.077148,4207.563965,4455.641113,4370.512695,4397.692383,4345.769043,4402.563965
28,4219.871582,4522.436035,4207.563965,4460.897461,4357.051270,4386.666504,4344.487305,4387.948730
29,4218.974121,4533.589844,4206.153809,4463.333496,4351.025879,4375.000000,4337.436035,4371.153809
30,4218.717773,4534.743652,4203.974121,4460.769043,4355.897461,4366.666504,4326.025879,4359.615234
31,4218.846191,4526.666504,4201.153809,4454.102539,4366.153809,4362.692383,4314.871582,4355.897461
32,4218.461426,4516.666504,4198.077148,4447.179688,4372.051270,4361.410156,4309.230957,4357.563965
33,4218.333496,4511.410156,4195.512695,4443.717773,4368.461426,4361.153809,4311.410156,4360.128418
34,4219.487305,4512.563965,4195.000000,4444.358887,4358.974121,4361.922852,4319.358887,4361.922852
35,4221.922852,4516.410156,4197.820313,4447.307617,4352.563965,4364.871582,4328.974121,4364.102539
36,4224.102539,4518.077148,4203.974121,4449.871582,4355.256348,4370.256348,4337.051270,4368.589844
37,4225.000000,4517.563965,4210.897461,4451.025879,4365.384766,4376.410156,4342.051270,4373.974121
38,4223.974121,4517.563965,4214.487305,4451.794922,4375.641113,4380.641113,4342.948730,4376.153809
39,4221.666504,4519.358887,4212.051270,4452.948730,4379.358887,4381.666504,4339.871582,4372.436035
40,4218.461426,4520.128418,4205.000000,4453.205078,4375.384766,4380.897461,4334.230957,4365.000000
41,4216.153809,4515.769043,4197.948730,4450.128418,4368.717773,4382.051270,4329.487305,4360.641113
42,4217.820313,4506.410156,4196.410156,4443.205078,4366.153809,4387.948730,4329.871582,4365.000000
