,EEG.F3,EEG.F4,EEG.FC5,EEG.FC6,EEG.P7,EEG.P8,EEG.T7,EEG.T8
0,4207.179688,4563.717773,4175.769043,4490.897461,4332.179688,4307.563965,4303.589844,4276.282227
1,4210.000000,4576.025879,4179.358887,4500.769043,4337.179688,4311.153809,4307.307617,4277.692383
2,4212.051270,4585.384766,4182.307617,4506.153809,4343.205078,4316.922852,4308.974121,4281.153809
3,4212.563965,4587.820313,4183.717773,4505.384766,4347.563965,4323.461426,4307.948730,4285.897461
4,4210.512695,4582.692383,4182.692383,4499.743652,4346.794922,4329.487305,4304.743652,4290.384766
5,4204.871582,4572.563965,4178.461426,4492.307617,4340.256348,4334.615234,4300.256348,4292.692383
6,4197.436035,4561.410156,4171.666504,4486.025879,4330.897461,4338.333496,4295.769043,4291.666504
7,4191.410156,4553.461426,4164.230957,4482.051270,4323.846191,4341.153809,4292.563965,4288.589844
8,4189.102539,4550.512695,4158.974121,4480.000000,4322.307617,4344.102539,4291.153809,4285.641113
9,4189.487305,4550.769043,4157.051270,4478.974121,4325.641113,4348.461426,4290.769043,4285.384766
10,4190.128418,4549.871582,4156.922852,4478.077148,4330.000000,4354.102539,4290.384766,4288.333496
11,4189.102539,4545.000000,4156.153809,4477.307617,4331.794922,4359.615234,4289.358887,4293.717773
12,4187.179688,4536.025879,4154.230957,4476.153809,4330.384766,4363.333496,4287.948730,4299.871582
13,4185.256348,4525.641113,4152.820313,4474.358887,4327.563965,4363.717773,4287.307617,4305.641113
14,4184.615234,4517.179688,4153.461426,4471.410156,4326.025879,4360.512695,4287.692383,4310.128418
15,4186.025879,4512.436035,4156.025879,4468.205078,4327.179688,4354.358887,4288.461426,4313.333496
16,4190.128418,4511.282227,4159.615234,4466.410156,4330.641113,4347.051270,4289.743652,4316.282227
17,4196.666504,4512.051270,4164.102539,4467.051270,4335.128418,4341.922852,4291.922852,4320.384766
18,4204.102539,4513.589844,4170.256348,4470.256348,4339.102539,4341.025879,4296.025879,4326.666504
19,4211.794922,4515.641113,4178.205078,4474.615234,4341.538574,4343.461426,4302.436035,4334.102539
