,EEG.F3,EEG.F4,EEG.FC5,EEG.FC6,EEG.P7,EEG.P8,EEG.T7,EEG.T8
0,4234.743652,4533.461426,4232.051270,4412.051270,4405.384766,4365.641113,4369.871582,4366.282227
1,4239.358887,4541.666504,4238.205078,4418.333496,4407.820313,4366.282227,4373.974121,4367.051270
2,4244.358887,4549.487305,4244.102539,4425.384766,4411.410156,4370.128418,4379.102539,4371.153809
3,4249.102539,4554.487305,4248.974121,4430.641113,4413.717773,4373.077148,4384.230957,4376.282227
4,4252.051270,4556.538574,4252.179688,4432.948730,4413.717773,4373.589844,4387.563965,4380.128418
5,4252.307617,4556.794922,4252.948730,4433.333496,4412.179688,4374.358887,4388.461426,4382.179688
6,4249.743652,4555.897461,4251.153809,4433.461426,4411.153809,4379.102539,4387.051270,4383.205078
7,4245.128418,4553.846191,4246.922852,4433.589844,4412.820313,4389.358887,4384.230957,4383.846191
8,4239.871582,4549.743652,4241.410156,4433.333496,4417.179688,4402.179688,4381.153809,4384.358887
9,4234.871582,4544.230957,4236.410156,4431.922852,4421.794922,4412.563965,4378.846191,4383.974121
10,4231.025879,4538.717773,4233.077148,4429.487305,4423.974121,4416.794922,4377.307617,4382.563965
11,4227.692383,4535.384766,4231.025879,4426.922852,4422.692383,4415.512695,4376.025879,4380.769043
12,4224.230957,4534.615234,4229.230957,4424.743652,4418.974121,4412.436035,4373.717773,4379.871582
13,4220.512695,4534.615234,4226.410156,4423.077148,4415.256348,4411.153809,4369.743652,4380.641113
14,4217.563965,4532.820313,4222.563965,4421.922852,4413.205078,4412.436035,4364.615234,4382.051270
15,4216.025879,4528.589844,4218.717773,4421.025879,4412.692383,4415.256348,4360.384766,4382.948730
16,4215.512695,4523.717773,4216.025879,4419.230957,4412.948730,4417.692383,4358.589844,4382.692383
17,4215.384766,4521.153809,4215.641113,4416.282227,4413.461426,4418.589844,4359.871582,4381.922852
18,4215.512695,4522.820313,4217.820313,4413.589844,4413.589844,4417.692383,4362.563965,4381.538574
19,4216.410156,4527.948730,4221.666504,4412.820313,4413.589844,4415.128418,4364.743652,4381.922852
20,4218.717773,4533.589844,4225.641113,4414.743652,4413.717773,4411.282227,4365.641113,4381.794922
21,4222.307617,4537.051270,4228.461426,4418.205078,4413.974121,4406.025879,4365.769043,4380.256348
22,4226.538574,4537.563965,4229.615234,4421.410156,4413.846191,4399.102539,4366.538574,4377.179688
23,4230.128418,4536.410156,4229.871582,4423.077148,4412.307617,4390.769043,4368.333496,4373.974121
24,4232.179688,4536.025879,4230.641113,4423.205078,4408.717773,4381.666504,4371.282227,4371.922852
25,4233.589844,4537.820313,4233.333496,4422.692383,4404.102539,4372.820313,4374.487305,4371.410156
26,4236.538574,4542.051270,4238.333496,4423.077148,4401.282227,4365.769043,4377.307617,4371.666504
27,4242.051270,4547.948730,4244.230957,4424.615234,4401.922852,4362.179688,4379.358887,4371.922852
28,4248.974121,4553.717773,4248.589844,4427.307617,4405.384766,4362.563965,4380.641113,4372.051270
29,4253.974121,4557.692383,4249.230957,4430.641113,4409.358887,4366.025879,4381.410156,4372.436035
30,4253.717773,4558.461426,4246.153809,4433.077148,4411.410156,4369.871582,4381.282227,4372.820313
31,4248.205078,4555.897461,4240.641113,4433.461426,4411.025879,4371.794922,4379.230957,4372.948730
32,4240.256348,4550.512695,4234.871582,4430.897461,4409.487305,4370.769043,4374.871582,4372.692383
33,4233.589844,4544.230957,4230.384766,4426.282227,4408.717773,4368.846191,4369.487305,4372.563965
34,4230.512695,4539.358887,4226.666504,4421.282227,4409.615234,4369.615234,4364.743652,4372.948730
35,4230.384766,4537.563965,4223.333496,4417.179688,4411.410156,4376.153809,4361.538574,4374.743652
36,4230.384766,4538.333496,4219.871582,4414.871582,4412.820313,4387.948730,4359.743652,4377.820313
37,4228.205078,4539.487305,4216.922852,4413.846191,4412.692383,4400.897461,4358.846191,4381.025879
38,4223.717773,4538.846191,4215.256348,4413.717773,4411.922852,4410.000000,4358.077148,4382.948730
39,4218.461426,4535.769043,4214.743652,4413.846191,4411.282227,4412.948730,4357.436035,4382.820313
40,4214.871582,4531.410156,4214.615234,4413.077148,4411.538574,4410.897461,4356.538574,4381.538574
41,4214.102539,4527.307617,4213.333496,4411.282227,4412.436035,4407.563965,4355.769043,4380.256348
42,4215.512695,4523.717773,4210.128418,4409.615234,4413.205078,4405.769043,4355.256348,4379.615234
43,4217.051270,4521.282227,4205.897461,4409.102539,4413.077148,4406.025879,4355.128418,4379.487305
44,4216.666504,4520.512695,4202.436035,4409.487305,4412.051270,4407.820313,4354.871582,4379.615234
45,4214.615234,4522.307617,4201.410156,4409.871582,4410.769043,4410.384766,4354.230957,4380.000000
46,4213.717773,4526.410156,4202.948730,4410.384766,4410.000000,4413.333496,4353.333496,4380.512695
47,4216.282227,4531.538574,4206.282227,4411.922852,4409.871582,4415.897461,4353.077148,4381.153809
48,4222.051270,4536.282227,4210.897461,4415.256348,4410.256348,4416.922852,4354.615234,4381.794922
49,4228.589844,4539.615234,4216.410156,4419.487305,4411.025879,4415.512695,4358.333496,4382.179688
50,4232.820313,4541.794922,4222.179688,4423.077148,4411.538574,4411.666504,4363.205078,4381.794922
51,4234.102539,4544.230957,4227.179688,4425.769043,4411.410156,4407.179688,4367.563965,4381.282227
52,4233.589844,4547.692383,4231.025879,4427.948730,4410.641113,4404.615234,4370.769043,4381.794922
53,4233.077148,4552.051270,4233.333496,4430.512695,4410.000000,4405.256348,4372.563965,4384.358887
54,4234.358887,4555.769043,4234.230957,4432.820313,4410.512695,4408.846191,4373.333496,4388.589844
55,4236.922852,4557.436035,4233.974121,4434.102539,4411.538574,4412.307617,4373.077148,4393.333496
56,4239.743652,4556.794922,4233.205078,4433.717773,4411.794922,4412.436035,4371.666504,4396.666504
57,4241.922852,4555.128418,4232.563965,4433.205078,4410.384766,4408.077148,4370.000000,4397.820313
58,4243.717773,4554.102539,4232.436035,4434.615234,4407.692383,4401.410156,4369.358887,4397.563965
59,4246.153809,4555.000000,4233.461426,4438.461426,4405.128418,4396.153809,4370.512695,4397.051270
60,4248.589844,4557.307617,4235.256348,4442.820313,4404.230957,4394.358887,4373.077148,4397.179688
