,EEG.F3,EEG.F4,EEG.FC5,EEG.FC6,EEG.P7,EEG.P8,EEG.T7,EEG.T8
0,4201.282227,4502.179688,4184.230957,4434.358887,4346.282227,4345.384766,4313.077148,4321.538574
1,4203.077148,4501.282227,4185.512695,4435.128418,4342.436035,4343.077148,4311.794922,4320.512695
2,4205.769043,4501.794922,4186.538574,4436.025879,4340.512695,4341.410156,4311.025879,4319.743652
3,4208.974121,4503.846191,4187.563965,4438.205078,4341.025879,4340.769043,4311.538574,4318.589844
4,4211.282227,4506.410156,4189.102539,4441.410156,4343.589844,4340.769043,4312.948730,4316.282227
5,4211.538574,4508.205078,4192.051270,4444.615234,4347.051270,4341.025879,4313.589844,4313.077148
6,4209.871582,4508.589844,4196.282227,4446.282227,4350.256348,4340.897461,4312.948730,4310.512695
7,4206.922852,4508.333496,4200.384766,4445.897461,4352.436035,4341.153809,4312.307617,4310.641113
8,4204.358887,4508.077148,4202.692383,4444.102539,4353.974121,4342.436035,4313.333496,4313.974121
9,4203.077148,4508.717773,4202.179688,4442.692383,4355.384766,4345.512695,4316.922852,4319.358887
10,4203.077148,4509.743652,4198.717773,4442.563965,4356.666504,4350.000000,4321.282227,4324.487305
11,4203.077148,4510.128418,4193.589844,4443.846191,4357.692383,4354.102539,4323.205078,4327.179688
12,4201.922852,4508.974121,4188.461426,4445.000000,4357.692383,4355.897461,4320.769043,4326.922852
13,4199.615234,4506.410156,4185.128418,4444.871582,4357.051270,4354.487305,4315.256348,4325.256348
14,4197.820313,4504.230957,4183.974121,4442.948730,4356.410156,4351.282227,4310.256348,4324.358887
15,4197.307617,4503.461426,4184.615234,4439.615234,4356.538574,4347.948730,4309.102539,4325.256348
16,4197.563965,4503.846191,4185.897461,4436.025879,4357.051270,4345.769043,4312.051270,4327.179688
17,4197.051270,4503.974121,4187.179688,4433.077148,4357.692383,4344.487305,4316.794922,4328.333496
18,4195.128418,4502.563965,4187.563965,4431.410156,4358.205078,4343.333496,4319.615234,4327.692383
19,4192.436035,4499.358887,4186.153809,4430.769043,4358.333496,4341.666504,4318.717773,4325.512695
20,4189.871582,4495.256348,4182.820313,4430.256348,4358.333496,4339.615234,4315.000000,4323.077148
21,4188.077148,4492.051270,4178.717773,4429.230957,4358.717773,4337.820313,4311.282227,4321.282227
22,4186.922852,4490.897461,4175.512695,4427.692383,4359.230957,4337.179688,4309.615234,4320.384766
23,4187.179688,4492.436035,4174.102539,4426.666504,4359.743652,4337.692383,4310.384766,4320.256348
24,4189.230957,4496.025879,4174.743652,4426.538574,4359.487305,4339.358887,4312.051270,4320.256348
25,4192.820313,4500.769043,4177.307617,4427.436035,4357.948730,4341.538574,4313.077148,4319.871582
26,4196.538574,4505.384766,4180.641113,4428.974121,4355.000000,4344.102539,4312.948730,4319.358887
27,4199.102539,4508.077148,4183.333496,4431.025879,4351.282227,4346.666504,4311.794922,4319.102539
28,4200.256348,4508.205078,4184.743652,4433.589844,4347.563965,4348.717773,4310.641113,4320.000000
29,4200.512695,4507.051270,4184.743652,4436.922852,4344.487305,4350.512695,4309.871582,4321.922852
30,4200.769043,4506.538574,4184.487305,4440.512695,4342.051270,4352.307617,4309.487305,4324.358887
31,4201.538574,4508.461426,4184.615234,4443.717773,4340.128418,4354.230957,4309.230957,4326.282227
32,4202.692383,4512.436035,4185.512695,4445.769043,4338.333496,4355.769043,4308.846191,4327.563965
33,4203.717773,4516.282227,4186.922852,4446.666504,4336.538574,4355.897461,4308.717773,4328.205078
34,4204.102539,4517.692383,4187.948730,4446.538574,4335.256348,4354.487305,4309.230957,4328.461426
35,4203.846191,4515.897461,4187.948730,4445.384766,4334.871582,4351.922852,4310.384766,4327.948730
36,4203.333496,4512.051270,4187.179688,4442.948730,4336.025879,4349.102539,4311.282227,4325.897461
37,4202.307617,4508.333496,4186.282227,4439.102539,4338.333496,4345.769043,4311.666504,4321.922852
38,4200.512695,4505.897461,4185.769043,4434.102539,4340.769043,4341.794922,4311.282227,4316.538574
39,4197.307617,4503.717773,4185.000000,4428.461426,4342.051270,4337.179688,4310.256348,4310.897461
40,4193.077148,4500.769043,4183.333496,4423.077148,4342.179688,4332.563965,4308.589844,4306.538574
41,4189.230957,4497.051270,4180.384766,4418.589844,4342.051270,4328.333496,4307.051270,4304.615234
42,4186.794922,4493.461426,4177.051270,4415.256348,4342.948730,4325.000000,4306.153809,4304.615234
43,4185.641113,4490.769043,4173.846191,4412.692383,4345.256348,4322.692383,4305.512695,4304.871582
44,4184.871582,4489.487305,4171.410156,4410.384766,4348.205078,4321.282227,4304.871582,4303.589844
45,4184.102539,4488.974121,4170.000000,4408.589844,4350.384766,4320.384766,4303.589844,4300.000000
46,4184.102539,4488.717773,4169.230957,4407.563965,4350.897461,4320.000000,4302.051270,4295.769043
47,4186.410156,4488.717773,4169.743652,4407.692383,4350.256348,4320.128418,4301.153809,4293.589844
48,4191.025879,4490.000000,4172.307617,4409.102539,4349.487305,4321.025879,4301.666504,4295.128418
49,4196.410156,4493.333496,4176.922852,4411.410156,4349.230957,4322.948730,4303.717773,4299.615234
50,4200.512695,4496.922852,4182.051270,4413.974121,4349.487305,4326.025879,4306.282227,4303.974121
51,4202.051270,4498.461426,4184.743652,4415.512695,4349.102539,4328.846191,4307.820313,4305.128418
52,4200.897461,4496.794922,4183.205078,4415.128418,4347.436035,4329.487305,4307.563965,4302.563965
53,4198.717773,4493.717773,4178.333496,4413.461426,4344.615234,4327.563965,4305.769043,4297.948730
54,4197.948730,4492.820313,4173.589844,4412.307617,4341.922852,4325.000000,4303.974121,4294.615234
55,4199.358887,4496.282227,4172.563965,4413.846191,4340.512695,4324.230957,4303.717773,4294.743652
56,4202.436035,4502.948730,4176.538574,4418.461426,4340.769043,4326.794922,4305.512695,4298.846191
57,4205.384766,4509.358887,4182.948730,4424.743652,4341.666504,4331.922852,4308.461426,4305.000000
58,4206.538574,4512.820313,4187.563965,4430.897461,4342.051270,4337.948730,4310.897461,4311.153809
59,4205.641113,4512.563965,4187.692383,4435.384766,4341.922852,4342.820313,4311.410156,4316.410156
60,4203.205078,4510.256348,4184.743652,4437.948730,4341.666504,4346.153809,4310.384766,4320.641113
61,4201.025879,4508.205078,4181.666504,4439.358887,4341.922852,4348.333496,4309.102539,4323.717773
62,4199.615234,4507.436035,4180.769043,4440.769043,4342.436035,4350.512695,4308.846191,4325.641113
63,4199.102539,4507.948730,4181.538574,4442.948730,4342.820313,4353.461426,4309.871582,4326.538574
64,4199.230957,4509.230957,4182.051270,4445.384766,4342.307617,4356.922852,4310.384766,4327.307617
65,4199.358887,4510.769043,4180.897461,4446.922852,4340.769043,4358.974121,4309.487305,4328.589844
66,4198.717773,4511.794922,4178.846191,4445.897461,4338.974121,4357.436035,4307.179688,4329.358887
67,4197.436035,4511.282227,4177.692383,4441.794922,4338.205078,4351.794922,4305.000000,4328.205078
68,4196.282227,4508.589844,4178.846191,4435.897461,4338.974121,4343.717773,4304.615234,4324.102539
69,4196.410156,4503.461426,4182.051270,4430.128418,4341.025879,4335.897461,4306.410156,4317.563965
70,4197.948730,4497.179688,4185.000000,4426.025879,4343.205078,4329.871582,4309.487305,4310.897461
