,EEG.F3,EEG.F4,EEG.FC5,EEG.FC6,EEG.P7,EEG.P8,EEG.T7,EEG.T8
0,4229.871582,4518.846191,4251.025879,4334.102539,4462.307617,4444.871582,4428.077148,4423.974121
1,4227.820313,4513.205078,4246.282227,4329.102539,4466.282227,4440.128418,4428.589844,4417.051270
2,4227.948730,4513.974121,4244.743652,4328.589844,4472.692383,4443.974121,4429.871582,4413.717773
3,4230.384766,4520.512695,4246.410156,4332.820313,4478.589844,4454.743652,4432.179688,4415.641113
4,4233.846191,4528.333496,4248.717773,4338.461426,4481.153809,4465.641113,4434.615234,4420.000000
5,4236.538574,4532.692383,4249.743652,4341.153809,4479.743652,4469.871582,4435.256348,4422.563965
6,4236.794922,4531.538574,4248.333496,4338.974121,4476.282227,4465.256348,4433.333496,4420.512695
7,4234.871582,4526.282227,4245.641113,4333.717773,4473.589844,4455.769043,4429.743652,4415.000000
8,4232.820313,4520.897461,4243.461426,4329.358887,4472.820313,4448.077148,4427.051270,4409.230957
9,4233.077148,4519.230957,4243.461426,4329.487305,4473.717773,4447.179688,4427.436035,4406.410156
10,4236.794922,4523.205078,4246.153809,4335.256348,4475.256348,4453.077148,4431.794922,4408.205078
11,4242.948730,4531.282227,4251.410156,4344.102539,4476.410156,4462.179688,4438.717773,4413.333496
12,4248.974121,4539.102539,4257.692383,4352.051270,4477.179688,4469.743652,4445.000000,4418.589844
13,4252.307617,4542.179688,4262.948730,4355.769043,4477.436035,4472.179688,4447.436035,4420.641113
14,4251.922852,4538.846191,4264.615234,4354.487305,4476.410156,4468.333496,4445.512695,4418.077148
15,4248.333496,4531.282227,4261.794922,4349.615234,4473.077148,4459.871582,4440.641113,4412.307617
16,4243.077148,4523.589844,4256.153809,4343.974121,4467.307617,4450.128418,4435.256348,4406.153809
17,4237.948730,4518.974121,4250.384766,4340.128418,4461.538574,4443.717773,4431.410156,4402.563965
18,4234.230957,4518.205078,4246.922852,4339.358887,4458.461426,4442.563965,4429.871582,4402.820313
19,4232.948730,4519.743652,4246.666504,4341.538574,4459.871582,4445.769043,4430.384766,4406.025879
20,4233.974121,4521.666504,4248.974121,4345.256348,4465.128418,4449.871582,4431.666504,4410.128418
21,4236.025879,4522.436035,4251.794922,4348.589844,4471.538574,4450.769043,4432.820313,4412.692383
22,4237.563965,4521.153809,4253.077148,4350.000000,4476.025879,4446.666504,4433.077148,4412.436035
23,4238.077148,4518.974121,4252.307617,4349.615234,4477.307617,4439.230957,4432.436035,4410.641113
24,4238.461426,4518.077148,4250.769043,4349.743652,4475.897461,4432.692383,4431.794922,4409.871582
25,4239.871582,4521.025879,4250.256348,4353.333496,4473.846191,4432.179688,4431.538574,4413.205078
26,4243.077148,4527.563965,4252.307617,4361.153809,4473.461426,4439.102539,4432.307617,4421.538574
27,4246.666504,4535.000000,4256.282227,4369.487305,4475.128418,4450.128418,4434.102539,4431.538574
28,4248.333496,4538.974121,4259.230957,4372.563965,4477.436035,4459.358887,4435.256348,4438.461426
29,4246.153809,4536.794922,4258.461426,4366.538574,4478.974121,4462.692383,4434.743652,4438.589844
30,4240.384766,4529.743652,4253.333496,4353.077148,4478.846191,4460.897461,4432.179688,4432.179688
31,4233.205078,4520.641113,4245.897461,4337.948730,4477.692383,4458.461426,4428.077148,4422.820313
32,4226.794922,4512.692383,4238.717773,4326.410156,4476.282227,4458.717773,4423.461426,4415.128418
33,4221.794922,4506.922852,4233.589844,4320.512695,4475.128418,4461.666504,4419.102539,4411.025879
34,4218.717773,4503.589844,4231.025879,4318.974121,4474.615234,4465.000000,4415.641113,4409.871582
35,4217.692383,4503.077148,4230.256348,4318.974121,4475.000000,4467.820313,4413.461426,4410.000000
36,4219.102539,4505.897461,4229.871582,4319.230957,4475.384766,4471.410156,4412.307617,4410.512695
37,4222.563965,4511.538574,4229.230957,4319.871582,4474.743652,4477.179688,4412.179688,4411.410156
38,4226.922852,4517.948730,4228.846191,4321.410156,4472.051270,4483.205078,4412.820313,4412.692383
39,4230.512695,4521.282227,4230.512695,4322.820313,4467.820313,4484.743652,4413.846191,4413.461426
40,4231.794922,4518.846191,4234.871582,4322.436035,4463.717773,4477.692383,4414.743652,4411.922852
41,4230.897461,4511.666504,4240.769043,4319.871582,4461.666504,4462.436035,4414.743652,4407.051270
42,4229.615234,4503.589844,4246.025879,4316.794922,4462.563965,4445.384766,4414.487305,4400.384766
