,EEG.F3,EEG.F4,EEG.FC5,EEG.FC6,EEG.P7,EEG.P8,EEG.T7,EEG.T8
0,4221.922852,4550.000000,4198.717773,4472.179688,4351.410156,4311.153809,4335.512695,4371.538574
1,4226.410156,4553.333496,4200.512695,4475.000000,4349.358887,4311.025879,4337.692383,4377.307617
2,4231.153809,4557.179688,4202.179688,4477.436035,4346.153809,4312.563965,4338.717773,4381.153809
3,4233.974121,4559.487305,4202.948730,4478.846191,4342.051270,4313.205078,4338.461426,4380.897461
4,4233.846191,4559.487305,4203.333496,4478.717773,4339.230957,4310.769043,4337.948730,4376.794922
5,4232.692383,4557.307617,4204.615234,4477.179688,4340.128418,4305.512695,4338.846191,4371.410156
6,4232.307617,4554.743652,4208.205078,4475.000000,4345.384766,4299.230957,4341.538574,4367.436035
7,4233.974121,4553.589844,4213.077148,4473.717773,4353.974121,4295.000000,4345.000000,4366.666504
8,4236.282227,4554.230957,4217.307617,4474.230957,4362.436035,4294.230957,4347.436035,4369.358887
9,4237.179688,4555.256348,4218.461426,4476.410156,4368.077148,4296.153809,4347.179688,4374.358887
10,4235.769043,4555.256348,4216.282227,4479.102539,4369.743652,4298.589844,4344.487305,4379.358887
11,4233.205078,4554.102539,4212.051270,4480.897461,4368.461426,4299.487305,4341.666504,4382.307617
12,4231.410156,4552.436035,4207.820313,4480.641113,4366.410156,4298.461426,4340.641113,4382.563965
13,4231.410156,4550.897461,4204.871582,4478.333496,4364.743652,4296.794922,4341.666504,4380.769043
14,4231.922852,4549.102539,4203.461426,4474.871582,4363.846191,4295.769043,4342.948730,4377.948730
15,4231.666504,4546.153809,4203.077148,4471.666504,4363.077148,4295.897461,4342.179688,4374.743652
16,4230.384766,4542.179688,4202.692383,4470.512695,4361.666504,4296.666504,4338.205078,4372.051270
17,4229.102539,4538.589844,4201.410156,4471.922852,4360.000000,4297.179688,4332.692383,4370.641113
18,4228.846191,4537.179688,4199.615234,4474.487305,4358.717773,4296.538574,4328.846191,4370.641113
19,4229.230957,4538.589844,4198.205078,4475.897461,4358.333496,4295.000000,4328.974121,4371.794922
20,4229.871582,4542.436035,4198.461426,4475.128418,4358.589844,4293.974121,4332.307617,4374.230957
21,4230.128418,4547.692383,4200.769043,4473.846191,4358.589844,4293.974121,4335.384766,4378.205078
22,4230.897461,4553.077148,4204.615234,4474.743652,4356.922852,4294.743652,4335.128418,4383.077148
23,4233.333496,4557.436035,4209.487305,4479.102539,4353.717773,4294.743652,4331.410156,4386.538574
24,4238.077148,4560.000000,4214.102539,4485.128418,4350.641113,4292.692383,4327.179688,4386.538574
25,4243.589844,4561.153809,4217.307617,4489.615234,4349.487305,4288.589844,4325.897461,4382.820313
26,4247.179688,4561.282227,4218.077148,4489.871582,4351.410156,4283.077148,4328.846191,4377.051270
27,4246.153809,4560.256348,4216.666504,4485.769043,4355.641113,4278.205078,4333.589844,4372.307617
28,4240.512695,4557.307617,4214.102539,4479.487305,4360.256348,4275.512695,4336.922852,4370.512695
29,4232.948730,4552.820313,4211.922852,4474.358887,4363.846191,4275.512695,4336.666504,4371.282227
30,4227.436035,4548.205078,4210.897461,4472.307617,4366.025879,4277.179688,4333.717773,4373.077148
31,4226.794922,4544.615234,4210.512695,4473.333496,4367.436035,4279.615234,4330.512695,4374.487305
32,4230.384766,4542.692383,4209.871582,4475.512695,4368.846191,4281.666504,4328.974121,4375.000000
33,4234.102539,4541.538574,4208.077148,4476.666504,4369.487305,4282.692383,4328.717773,4374.743652
34,4234.230957,4540.384766,4205.256348,4476.025879,4368.205078,4282.692383,4328.589844,4374.102539
35,4230.512695,4539.230957,4201.922852,4474.615234,4364.871582,4282.051270,4327.563965,4373.461426
36,4225.769043,4538.717773,4199.743652,4474.230957,4361.153809,4281.410156,4326.282227,4373.461426
37,4223.333496,4539.358887,4199.615234,4475.384766,4358.846191,4281.025879,4325.769043,4374.102539
38,4224.358887,4540.256348,4201.666504,4476.794922,4358.589844,4280.256348,4326.410156,4374.743652
39,4227.179688,4540.256348,4203.717773,4476.794922,4358.717773,4278.077148,4327.051270,4374.615234
40,4229.615234,4539.102539,4203.846191,4475.256348,4356.538574,4274.102539,4326.538574,4373.205078
41,4230.384766,4538.077148,4201.666504,4473.846191,4351.410156,4269.358887,4324.487305,4370.769043
42,4229.871582,4538.974121,4199.102539,4474.102539,4345.128418,4265.256348,4322.051270,4367.563965
43,4229.615234,4543.205078,4198.846191,4476.666504,4340.384766,4263.461426,4321.153809,4365.128418
44,4231.025879,4549.102539,4201.410156,4480.769043,4339.230957,4263.846191,4322.307617,4364.743652
45,4233.974121,4553.205078,4205.256348,4484.230957,4341.794922,4264.102539,4324.615234,4366.538574
46,4236.794922,4552.692383,4208.333496,4484.615234,4346.538574,4262.179688,4326.666504,4368.461426
47,4237.436035,4547.692383,4210.000000,4481.282227,4351.794922,4257.948730,4327.563965,4368.461426
48,4235.384766,4541.666504,4210.512695,4475.897461,4356.794922,4252.820313,4327.692383,4366.922852
49,4232.436035,4538.717773,4211.153809,4471.922852,4361.666504,4249.230957,4327.436035,4366.153809
50,4231.666504,4540.769043,4212.179688,4472.563965,4366.282227,4248.077148,4327.051270,4367.820313
51,4234.743652,4547.179688,4213.461426,4477.820313,4370.000000,4249.102539,4326.153809,4371.794922
52,4240.897461,4555.128418,4214.871582,4485.256348,4371.538574,4250.769043,4325.128418,4376.282227
53,4247.179688,4561.922852,4216.282227,4491.153809,4370.641113,4252.051270,4323.974121,4378.846191
54,4250.897461,4565.897461,4217.692383,4493.589844,4368.461426,4252.820313,4323.333496,4378.589844
55,4251.153809,4567.436035,4218.846191,4492.563965,4366.282227,4253.205078,4322.948730,4376.538574
56,4248.974121,4567.563965,4219.615234,4490.256348,4364.743652,4252.436035,4322.692383,4374.743652
57,4246.025879,4567.436035,4219.615234,4488.717773,4363.846191,4249.615234,4322.179688,4374.743652
58,4244.102539,4567.563965,4218.461426,4488.846191,4362.948730,4245.512695,4321.794922,4376.538574
59,4244.358887,4567.948730,4216.666504,4490.256348,4361.794922,4242.307617,4321.666504,4379.102539
60,4246.410156,4568.589844,4215.641113,4492.436035,4361.025879,4242.051270,4321.538574,4381.282227
61,4249.102539,4570.256348,4217.179688,4494.487305,4361.794922,4244.102539,4320.897461,4383.077148
62,4251.410156,4572.563965,4220.897461,4496.025879,4363.846191,4246.410156,4319.358887,4384.871582
63,4252.563965,4574.487305,4224.871582,4496.410156,4365.641113,4246.153809,4317.307617,4386.410156
64,4252.436035,4574.230957,4226.410156,4495.384766,4365.512695,4242.436035,4314.871582,4386.922852
65,4251.153809,4570.641113,4225.000000,4492.563965,4363.846191,4236.794922,4312.436035,4385.256348
66,4248.846191,4564.358887,4221.666504,4488.205078,4362.307617,4232.051270,4310.384766,4381.153809
67,4246.410156,4557.692383,4218.333496,4483.333496,4363.717773,4230.000000,4309.487305,4376.410156
68,4244.615234,4552.692383,4216.282227,4479.615234,4368.974121,4230.256348,4310.384766,4373.205078
69,4243.461426,4551.153809,4216.282227,4478.077148,4376.666504,4231.025879,4312.948730,4372.820313
70,4242.307617,4552.692383,4217.948730,4478.461426,4383.589844,4231.282227,4316.282227,4375.000000
71,4240.000000,4555.000000,4220.128418,4479.230957,4386.922852,4231.153809,4318.846191,4378.333496
72,4236.666504,4554.230957,4220.897461,4478.974121,4386.025879,4230.897461,4319.230957,4381.410156
73,4232.948730,4548.333496,4218.846191,4477.436035,4383.077148,4231.282227,4316.922852,4382.563965
74,4230.897461,4539.871582,4214.615234,4475.128418,4380.897461,4232.051270,4313.205078,4381.666504
75,4230.769043,4533.589844,4210.128418,4473.333496,4380.641113,4233.333496,4310.000000,4380.256348
76,4231.282227,4532.692383,4206.666504,4472.051270,4381.025879,4234.743652,4308.461426,4379.487305
77,4229.743652,4535.000000,4204.358887,4470.256348,4380.128418,4235.641113,4308.461426,4379.230957
78,4225.256348,4535.769043,4202.436035,4466.666504,4377.436035,4235.897461,4308.974121,4378.974121
79,4220.000000,4532.563965,4201.410156,4462.436035,4373.974121,4235.512695,4309.358887,4379.230957
80,4217.307617,4527.820313,4202.436035,4460.512695,4371.794922,4234.743652,4309.102539,4380.897461
81,4218.717773,4525.897461,4205.897461,4463.205078,4371.666504,4235.512695,4308.717773,4383.974121
