,EEG.F3,EEG.F4,EEG.FC5,EEG.FC6,EEG.P7,EEG.P8,EEG.T7,EEG.T8
0,4246.025879,4543.717773,4250.769043,4343.846191,4472.563965,4473.077148,4428.974121,4429.487305
1,4244.743652,4541.025879,4249.230957,4345.512695,4470.897461,4472.948730,4427.307617,4429.615234
2,4243.974121,4538.846191,4247.820313,4347.948730,4469.743652,4468.461426,4426.025879,4427.307617
3,4243.205078,4538.461426,4248.077148,4349.487305,4469.230957,4462.307617,4425.641113,4422.179688
4,4241.410156,4538.846191,4250.769043,4349.102539,4468.717773,4457.563965,4425.897461,4416.153809
5,4238.717773,4537.820313,4255.256348,4346.794922,4467.692383,4455.384766,4426.666504,4411.538574
6,4236.025879,4533.077148,4258.974121,4343.589844,4466.410156,4454.102539,4427.436035,4409.230957
7,4234.230957,4524.743652,4260.128418,4340.769043,4465.128418,4450.769043,4427.307617,4408.461426
8,4232.692383,4514.871582,4258.205078,4339.871582,4464.358887,4444.615234,4426.025879,4408.205078
9,4230.128418,4506.282227,4254.743652,4341.538574,4464.358887,4438.205078,4424.487305,4408.589844
10,4225.000000,4500.641113,4251.282227,4345.000000,4465.512695,4436.794922,4423.717773,4410.897461
11,4216.922852,4497.820313,4248.333496,4348.205078,4468.077148,4443.333496,4423.717773,4416.282227
12,4207.692383,4496.538574,4245.384766,4350.128418,4471.410156,4455.256348,4424.230957,4423.205078
13,4200.512695,4495.000000,4242.307617,4350.128418,4474.615234,4465.897461,4424.102539,4428.717773
14,4197.436035,4492.307617,4239.615234,4348.205078,4476.794922,4468.333496,4423.333496,4430.256348
15,4198.589844,4488.846191,4238.333496,4344.487305,4477.692383,4461.282227,4423.077148,4427.820313
16,4202.563965,4486.666504,4238.974121,4340.256348,4477.820313,4450.000000,4424.230957,4423.846191
17,4208.077148,4487.307617,4241.025879,4337.436035,4477.948730,4442.179688,4426.282227,4421.666504
18,4213.846191,4491.410156,4243.461426,4337.563965,4478.461426,4443.077148,4427.948730,4422.563965
19,4219.102539,4498.077148,4245.512695,4340.641113,4479.102539,4452.563965,4428.461426,4425.512695
20,4223.717773,4506.410156,4247.563965,4344.358887,4478.974121,4465.384766,4428.333496,4428.461426
21,4228.333496,4514.871582,4251.153809,4347.436035,4478.077148,4475.128418,4429.102539,4430.000000
22,4234.230957,4523.589844,4257.051270,4349.871582,4477.436035,4478.333496,4431.794922,4430.512695
23,4241.538574,4533.077148,4264.487305,4353.333496,4477.948730,4476.922852,4436.025879,4430.641113
24,4249.871582,4543.589844,4271.538574,4358.333496,4478.846191,4475.641113,4440.512695,4431.153809
25,4258.077148,4554.230957,4276.538574,4363.717773,4478.846191,4477.051270,4443.846191,4431.410156
26,4265.512695,4562.692383,4279.358887,4367.563965,4477.179688,4478.846191,4445.128418,4430.512695
27,4271.538574,4566.666504,4280.897461,4368.205078,4475.256348,4477.563965,4444.615234,4428.589844
28,4275.256348,4565.769043,4282.051270,4365.769043,4474.230957,4472.948730,4443.077148,4426.922852
29,4275.897461,4562.051270,4282.307617,4362.051270,4474.487305,4467.948730,4441.282227,4425.641113
30,4274.358887,4558.589844,4281.410156,4358.974121,4475.000000,4465.641113,4439.615234,4424.358887
31,4271.666504,4557.179688,4280.000000,4357.179688,4474.102539,4465.128418,4438.077148,4422.051270
32,4269.358887,4556.666504,4279.230957,4356.282227,4470.897461,4462.179688,4436.410156,4418.461426
33,4267.692383,4553.974121,4279.487305,4354.102539,4465.769043,4452.948730,4434.487305,4414.743652
34,4265.512695,4547.179688,4279.487305,4349.487305,4460.897461,4437.948730,4432.436035,4411.794922
35,4262.179688,4537.051270,4277.436035,4343.589844,4457.692383,4421.538574,4430.128418,4410.000000
36,4257.436035,4527.051270,4272.948730,4339.743652,4457.179688,4410.000000,4428.205078,4409.230957
37,4252.436035,4520.384766,4267.563965,4340.769043,4459.102539,4407.692383,4427.179688,4409.615234
38,4248.589844,4518.589844,4263.461426,4346.794922,4462.563965,4414.743652,4427.436035,4411.666504
39,4246.538574,4521.025879,4262.307617,4355.769043,4466.794922,4426.794922,4428.846191,4416.025879
40,4245.897461,4525.769043,4263.589844,4364.487305,4470.512695,4437.948730,4430.256348,4421.922852
41,4246.153809,4530.897461,4266.025879,4370.897461,4472.820313,4444.358887,4430.897461,4427.948730
42,4246.282227,4535.128418,4267.563965,4374.230957,4473.974121,4445.897461,4430.769043,4432.436035
43,4246.153809,4537.820313,4267.307617,4374.487305,4474.743652,4444.615234,4430.769043,4434.102539
44,4246.282227,4538.205078,4265.641113,4372.436035,4476.410156,4442.563965,4432.436035,4433.077148
45,4246.666504,4536.025879,4264.102539,4369.102539,4479.487305,4441.538574,4435.769043,4430.512695
46,4246.922852,4533.205078,4263.589844,4366.282227,4483.461426,4443.461426,4439.615234,4427.692383
47,4246.794922,4533.205078,4263.846191,4364.743652,4486.666504,4449.871582,4442.563965,4426.153809
48,4246.538574,4538.461426,4263.846191,4364.871582,4487.307617,4460.256348,4443.717773,4427.563965
49,4247.179688,4546.794922,4263.205078,4366.153809,4484.743652,4471.153809,4443.461426,4432.051270
50,4249.358887,4553.974121,4262.948730,4367.436035,4480.512695,4478.461426,4442.820313,4438.205078
51,4253.077148,4556.538574,4264.615234,4367.948730,4477.307617,4480.000000,4442.436035,4443.589844
52,4257.307617,4555.769043,4268.461426,4368.333496,4476.282227,4477.948730,4442.563965,4445.769043
53,4261.153809,4555.512695,4273.461426,4369.358887,4476.538574,4476.282227,4442.948730,4444.358887
54,4263.974121,4558.974121,4278.077148,4371.153809,4475.769043,4477.436035,4443.205078,4440.512695
55,4266.153809,4565.000000,4281.025879,4372.820313,4472.563965,4479.743652,4443.077148,4436.153809
56,4267.692383,4569.743652,4282.307617,4372.820313,4467.436035,4480.256348,4442.820313,4432.692383
57,4268.461426,4569.743652,4282.563965,4369.871582,4462.179688,4476.410156,4442.820313,4430.128418
58,4268.461426,4564.615234,4282.563965,4364.487305,4458.974121,4468.846191,4442.948730,4427.436035
59,4267.436035,4556.794922,4282.436035,4358.205078,4458.333496,4460.256348,4443.077148,4424.358887
60,4265.641113,4549.615234,4281.410156,4352.436035,4460.000000,4453.589844,4442.948730,4421.153809
61,4262.563965,4543.846191,4278.717773,4347.436035,4462.820313,4449.358887,4442.692383,4418.333496
62,4257.692383,4537.820313,4274.358887,4342.820313,4466.410156,4445.897461,4442.436035,4416.025879
63,4250.769043,4529.487305,4269.102539,4337.436035,4470.128418,4440.897461,4442.820313,4414.230957
64,4242.436035,4518.717773,4263.846191,4331.666504,4473.205078,4434.230957,4443.333496,4412.948730
