,EEG.F3,EEG.F4,EEG.FC5,EEG.FC6,EEG.P7,EEG.P8,EEG.T7,EEG.T8
0,4237.692383,4563.717773,4235.897461,4413.077148,4423.846191,4447.820313,4375.512695,4433.846191
1,4241.025879,4568.974121,4235.897461,4414.358887,4423.589844,4456.410156,4372.436035,4441.410156
2,4244.743652,4573.461426,4233.846191,4413.589844,4426.153809,4466.153809,4370.512695,4446.794922
3,4248.589844,4578.717773,4231.922852,4413.717773,4431.666504,4477.051270,4370.641113,4449.358887
4,4251.153809,4583.974121,4231.538574,4415.512695,4438.974121,4487.436035,4373.461426,4449.743652
5,4251.666504,4586.794922,4232.692383,4417.179688,4445.897461,4494.615234,4379.743652,4449.102539
6,4251.025879,4585.384766,4234.615234,4415.897461,4451.538574,4496.025879,4389.102539,4447.692383
7,4250.512695,4579.615234,4236.025879,4410.256348,4456.538574,4491.282227,4399.871582,4445.256348
8,4249.615234,4570.769043,4235.641113,4401.410156,4462.563965,4482.436035,4409.230957,4441.153809
9,4246.794922,4559.743652,4233.589844,4391.538574,4469.615234,4473.077148,4415.000000,4435.384766
10,4240.512695,4546.794922,4231.153809,4382.948730,4475.769043,4465.897461,4416.410156,4428.717773
11,4231.282227,4532.563965,4230.256348,4376.538574,4478.205078,4461.666504,4414.743652,4422.820313
12,4221.282227,4518.717773,4231.025879,4372.051270,4475.897461,4458.974121,4412.563965,4418.333496
13,4212.820313,4507.948730,4231.922852,4368.846191,4470.641113,4456.025879,4411.922852,4415.128418
14,4207.692383,4502.820313,4231.025879,4366.282227,4465.512695,4451.922852,4413.077148,4412.563965
15,4205.512695,4504.102539,4227.563965,4364.871582,4462.436035,4447.563965,4414.487305,4410.641113
16,4204.358887,4510.128418,4222.820313,4364.871582,4460.512695,4444.230957,4414.487305,4410.384766
17,4203.717773,4517.436035,4219.230957,4367.051270,4457.307617,4442.820313,4412.820313,4413.205078
18,4204.743652,4522.820313,4219.743652,4371.666504,4451.922852,4443.205078,4410.384766,4418.846191
19,4209.743652,4526.282227,4225.000000,4378.589844,4446.538574,4444.743652,4408.077148,4425.384766
20,4219.102539,4530.769043,4233.077148,4386.794922,4444.230957,4446.025879,4405.256348,4430.384766
21,4230.128418,4538.717773,4241.025879,4394.615234,4445.000000,4446.025879,4401.538574,4432.307617
22,4239.743652,4550.000000,4246.282227,4400.769043,4445.384766,4444.358887,4397.179688,4431.666504
23,4246.153809,4561.794922,4248.589844,4404.487305,4440.384766,4442.436035,4394.230957,4430.384766
24,4250.512695,4571.666504,4249.487305,4406.666504,4429.615234,4442.563965,4393.717773,4430.128418
25,4254.871582,4577.692383,4250.512695,4407.820313,4417.948730,4445.897461,4394.615234,4431.410156
26,4260.000000,4579.487305,4252.179688,4407.436035,4412.436035,4451.282227,4394.871582,4432.692383
27,4264.102539,4577.436035,4253.333496,4404.487305,4416.025879,4456.153809,4393.589844,4432.051270
28,4264.871582,4572.692383,4252.692383,4397.948730,4426.282227,4457.820313,4391.282227,4428.717773
29,4261.153809,4565.897461,4249.743652,4388.589844,4436.794922,4455.641113,4389.230957,4423.589844
30,4253.461426,4556.410156,4245.128418,4378.461426,4443.333496,4450.641113,4389.230957,4418.205078
31,4243.333496,4543.589844,4239.358887,4368.846191,4446.025879,4445.512695,4392.436035,4414.230957
32,4232.179688,4527.948730,4232.692383,4359.871582,4448.333496,4443.205078,4398.333496,4411.153809
