,EEG.F3,EEG.F4,EEG.FC5,EEG.FC6,EEG.P7,EEG.P8,EEG.T7,EEG.T8
0,4166.794922,4202.307617,4150.769043,4273.974121,4465.256348,4477.563965,4361.410156,4424.871582
1,4165.641113,4201.538574,4150.769043,4272.948730,4466.922852,4475.384766,4366.666504,4434.102539
2,4164.615234,4202.051270,4151.025879,4271.410156,4467.179688,4472.051270,4373.333496,4438.333496
3,4163.589844,4202.436035,4150.384766,4269.102539,4466.025879,4469.230957,4375.897461,4434.871582
4,4162.179688,4201.153809,4148.589844,4266.538574,4464.230957,4468.077148,4371.410156,4426.666504
5,4160.769043,4198.205078,4146.282227,4264.615234,4462.692383,4468.461426,4361.538574,4419.615234
6,4160.897461,4196.922852,4145.641113,4264.743652,4461.922852,4469.743652,4352.948730,4418.589844
7,4163.974121,4200.256348,4148.589844,4268.846191,4461.922852,4470.897461,4352.692383,4425.769043
8,4169.230957,4207.692383,4155.000000,4276.922852,4462.179688,4470.641113,4362.179688,4437.820313
9,4173.846191,4215.769043,4161.410156,4285.769043,4462.307617,4469.615234,4375.384766,4448.461426
10,4175.769043,4220.256348,4163.589844,4290.641113,4462.436035,4468.846191,4382.692383,4451.410156
11,4174.743652,4219.230957,4160.256348,4288.717773,4462.692383,4469.358887,4379.487305,4445.128418
12,4171.282227,4213.333496,4154.102539,4281.538574,4463.077148,4470.641113,4368.846191,4433.461426
13,4167.179688,4205.769043,4149.358887,4273.461426,4463.461426,4471.410156,4358.589844,4422.948730
14,4165.256348,4201.153809,4148.974121,4269.230957,4463.974121,4471.153809,4355.000000,4418.717773
15,4166.794922,4202.692383,4152.948730,4271.538574,4464.102539,4470.256348,4359.358887,4421.794922
16,4170.512695,4208.589844,4158.589844,4278.461426,4463.589844,4469.230957,4367.179688,4428.974121
17,4173.205078,4213.717773,4161.538574,4284.615234,4462.563965,4468.589844,4372.307617,4434.487305
18,4172.692383,4213.846191,4160.000000,4285.641113,4461.922852,4468.589844,4371.025879,4434.487305
19,4170.128418,4209.743652,4156.025879,4281.410156,4462.051270,4469.487305,4365.897461,4430.256348
20,4167.948730,4205.256348,4153.589844,4275.769043,4462.692383,4470.641113,4363.333496,4426.922852
21,4167.179688,4202.820313,4153.846191,4272.692383,4463.461426,4471.282227,4366.922852,4428.205078
22,4166.922852,4202.051270,4154.743652,4273.205078,4464.358887,4471.153809,4374.487305,4432.820313
23,4166.794922,4201.410156,4153.974121,4275.000000,4465.512695,4470.641113,4380.256348,4435.769043
24,4166.410156,4199.871582,4151.538574,4275.128418,4466.282227,4470.512695,4380.256348,4433.589844
25,4165.641113,4197.051270,4149.102539,4272.179688,4465.897461,4471.153809,4374.358887,4426.794922
26,4164.102539,4193.333496,4147.692383,4267.179688,4464.102539,4472.307617,4365.512695,4419.615234
27,4162.820313,4191.025879,4147.307617,4262.051270,4462.051270,4472.948730,4357.179688,4416.025879
28,4162.692383,4191.538574,4147.436035,4259.743652,4460.769043,4472.307617,4352.051270,4417.820313
29,4163.846191,4194.102539,4147.820313,4261.794922,4460.769043,4470.512695,4351.666504,4423.205078
30,4165.641113,4197.307617,4148.846191,4267.307617,4462.051270,4469.230957,4355.384766,4429.230957
31,4167.563965,4199.871582,4150.512695,4273.461426,4463.846191,4469.615234,4361.153809,4432.436035
32,4169.102539,4202.051270,4151.794922,4276.410156,4465.256348,4471.410156,4365.641113,4430.769043
33,4168.717773,4202.948730,4151.410156,4274.487305,4465.512695,4472.820313,4365.769043,4423.846191
34,4165.128418,4201.025879,4148.077148,4268.846191,4464.102539,4472.820313,4361.410156,4413.974121
35,4160.512695,4197.563965,4143.333496,4263.974121,4462.179688,4471.922852,4356.025879,4406.153809
36,4158.717773,4196.410156,4141.282227,4264.487305,4461.282227,4471.666504,4355.000000,4406.666504
37,4161.794922,4200.256348,4144.615234,4271.538574,4461.922852,4472.563965,4360.256348,4417.692383
38,4167.436035,4206.794922,4151.538574,4280.512695,4463.077148,4473.717773,4368.077148,4434.102539
