latency,duration,type,marker_value,key,timestamp,marker_id
7.726189,0.000000,serial,116,-1,1696288989.171863,1
14.726217,0.000000,serial,116,-1,1696288996.171891,2
21.734054,0.000000,serial,116,-1,1696289003.179728,3
28.734082,0.000000,serial,116,-1,1696289010.179756,4
35.734110,0.000000,serial,116,-1,1696289017.179784,5
42.738043,0.000000,serial,116,-1,1696289024.183717,6
49.738072,0.000000,serial,116,-1,1696289031.183746,7
56.742004,0.000000,serial,116,-1,1696289038.187678,8
63.742032,0.000000,serial,116,-1,1696289045.187706,9
70.742061,0.000000,serial,116,-1,1696289052.187735,10
77.745993,0.000000,serial,116,-1,1696289059.191667,11
84.746022,0.000000,serial,116,-1,1696289066.191696,12
91.749954,0.000000,serial,116,-1,1696289073.195628,13
98.753887,0.000000,serial,116,-1,1696289080.199561,14
105.753915,0.000000,serial,116,-1,1696289087.199589,15
112.757848,0.000000,serial,116,-1,1696289094.203522,16
119.757876,0.000000,serial,116,-1,1696289101.203550,17
126.757905,0.000000,serial,116,-1,1696289108.203579,18
133.761837,0.000000,serial,116,-1,1696289115.207511,19
140.765770,0.000000,serial,116,-1,1696289122.211444,20
147.785318,0.000000,serial,116,-1,1696289129.230992,21
154.804867,0.000000,serial,116,-1,1696289136.250541,22
161.808800,0.000000,serial,116,-1,1696289143.254474,23
168.808828,0.000000,serial,116,-1,1696289150.254502,24
175.812761,0.000000,serial,116,-1,1696289157.258435,25
