latency,duration,type,marker_value,key,timestamp,marker_id
6.902426,0.000000,serial,116,-1,1696289423.411744,1
13.836085,0.000000,serial,116,-1,1696289430.345403,2
20.836113,0.000000,serial,116,-1,1696289437.345431,3
27.840046,0.000000,serial,116,-1,1696289444.349364,4
34.840075,0.000000,serial,116,-1,1696289451.349393,5
41.840103,0.000000,serial,116,-1,1696289458.349421,6
48.844036,0.000000,serial,116,-1,1696289465.353354,7
55.844064,0.000000,serial,116,-1,1696289472.353382,8
62.844093,0.000000,serial,116,-1,1696289479.353411,9
69.848026,0.000000,serial,116,-1,1696289486.357344,10
76.848054,0.000000,serial,116,-1,1696289493.357372,11
83.851987,0.000000,serial,116,-1,1696289500.361305,12
90.852015,0.000000,serial,116,-1,1696289507.361333,13
97.852044,0.000000,serial,116,-1,1696289514.361362,14
104.855976,0.000000,serial,116,-1,1696289521.365294,15
111.856005,0.000000,serial,116,-1,1696289528.365323,16
118.859938,0.000000,serial,116,-1,1696289535.369256,17
125.859966,0.000000,serial,116,-1,1696289542.369284,18
132.859995,0.000000,serial,116,-1,1696289549.369313,19
139.863927,0.000000,serial,116,-1,1696289556.373245,20
146.863956,0.000000,serial,116,-1,1696289563.373274,21
153.867888,0.000000,serial,116,-1,1696289570.377206,22
160.867917,0.000000,serial,116,-1,1696289577.377235,23
167.875754,0.000000,serial,116,-1,1696289584.385072,24
174.875782,0.000000,serial,116,-1,1696289591.385100,25
