latency,duration,type,marker_value,key,timestamp,marker_id
5.875585,0.000000,serial,116,-1,1696969453.683649,1
12.875533,0.000000,serial,116,-1,1696969460.683597,2
19.879386,0.000000,serial,116,-1,1696969467.687450,3
26.879335,0.000000,serial,116,-1,1696969474.687399,4
33.879283,0.000000,serial,116,-1,1696969481.687347,5
40.883136,0.000000,serial,116,-1,1696969488.691200,6
47.883084,0.000000,serial,116,-1,1696969495.691148,7
54.886937,0.000000,serial,116,-1,1696969502.695001,8
61.886886,0.000000,serial,116,-1,1696969509.694950,9
68.886834,0.000000,serial,116,-1,1696969516.694898,10
75.890687,0.000000,serial,116,-1,1696969523.698751,11
82.890636,0.000000,serial,116,-1,1696969530.698700,12
89.890584,0.000000,serial,116,-1,1696969537.698648,13
96.894437,0.000000,serial,116,-1,1696969544.702501,14
103.906098,0.000000,serial,116,-1,1696969551.714162,15
110.898238,0.000000,serial,116,-1,1696969558.706302,16
117.898187,0.000000,serial,116,-1,1696969565.706251,17
124.898135,0.000000,serial,116,-1,1696969572.706199,18
131.898084,0.000000,serial,116,-1,1696969579.706148,19
138.901937,0.000000,serial,116,-1,1696969586.710001,20
145.901885,0.000000,serial,116,-1,1696969593.709949,21
152.901834,0.000000,serial,116,-1,1696969600.709898,22
159.905686,0.000000,serial,116,-1,1696969607.713750,23
166.905635,0.000000,serial,116,-1,1696969614.713699,24
173.909488,0.000000,serial,116,-1,1696969621.717552,25
