latency,duration,type,marker_value,key,timestamp,marker_id
6.277770,0.000000,serial,116,-1,1696283276.588924,1
13.277795,0.000000,serial,116,-1,1696283283.588949,2
20.289533,0.000000,serial,116,-1,1696283290.600687,3
27.289559,0.000000,serial,116,-1,1696283297.600713,4
34.293489,0.000000,serial,116,-1,1696283304.604643,5
41.297418,0.000000,serial,116,-1,1696283311.608572,6
48.297444,0.000000,serial,116,-1,1696283318.608598,7
55.297469,0.000000,serial,116,-1,1696283325.608623,8
62.301399,0.000000,serial,116,-1,1696283332.612553,9
69.301425,0.000000,serial,116,-1,1696283339.612579,10
76.305354,0.000000,serial,116,-1,1696283346.616508,11
83.309284,0.000000,serial,116,-1,1696283353.620438,12
90.309310,0.000000,serial,116,-1,1696283360.620464,13
97.313239,0.000000,serial,116,-1,1696283367.624393,14
104.313265,0.000000,serial,116,-1,1696283374.624419,15
111.317195,0.000000,serial,116,-1,1696283381.628349,16
118.317220,0.000000,serial,116,-1,1696283388.628374,17
125.317246,0.000000,serial,116,-1,1696283395.628400,18
132.321176,0.000000,serial,116,-1,1696283402.632330,19
139.321201,0.000000,serial,116,-1,1696283409.632355,20
146.325131,0.000000,serial,116,-1,1696283416.636285,21
153.379814,0.000000,serial,116,-1,1696283423.690968,22
160.344702,0.000000,serial,116,-1,1696283430.655856,23
167.344728,0.000000,serial,116,-1,1696283437.655882,24
174.364274,0.000000,serial,116,-1,1696283444.675428,25
