latency,duration,type,marker_value,key,timestamp,marker_id
7.628582,0.000000,serial,116,-1,1696284306.615399,1
14.628607,0.000000,serial,116,-1,1696284313.615424,2
21.632535,0.000000,serial,116,-1,1696284320.619352,3
28.632560,0.000000,serial,116,-1,1696284327.619377,4
35.632585,0.000000,serial,116,-1,1696284334.619402,5
42.636514,0.000000,serial,116,-1,1696284341.623331,6
49.636539,0.000000,serial,116,-1,1696284348.623356,7
56.648275,0.000000,serial,116,-1,1696284355.635092,8
63.640492,0.000000,serial,116,-1,1696284362.627309,9
70.640517,0.000000,serial,116,-1,1696284369.627334,10
77.644445,0.000000,serial,116,-1,1696284376.631262,11
84.644470,0.000000,serial,116,-1,1696284383.631287,12
91.644495,0.000000,serial,116,-1,1696284390.631312,13
98.648424,0.000000,serial,116,-1,1696284397.635241,14
105.652353,0.000000,serial,116,-1,1696284404.639170,15
112.652377,0.000000,serial,116,-1,1696284411.639194,16
119.660210,0.000000,serial,116,-1,1696284418.647027,17
126.664139,0.000000,serial,116,-1,1696284425.650956,18
133.664164,0.000000,serial,116,-1,1696284432.650981,19
140.664188,0.000000,serial,116,-1,1696284439.651005,20
147.668117,0.000000,serial,116,-1,1696284446.654934,21
154.668142,0.000000,serial,116,-1,1696284453.654959,22
161.672071,0.000000,serial,116,-1,1696284460.658888,23
168.672095,0.000000,serial,116,-1,1696284467.658912,24
175.691641,0.000000,serial,116,-1,1696284474.678458,25
