latency,duration,type,marker_value,key,timestamp,marker_id
9.947612,0.000000,serial,116,-1,1696283037.772135,1
16.951542,0.000000,serial,116,-1,1696283044.776065,2
23.951569,0.000000,serial,116,-1,1696283051.776092,3
30.955500,0.000000,serial,116,-1,1696283058.780023,4
37.955526,0.000000,serial,116,-1,1696283065.780049,5
44.963361,0.000000,serial,116,-1,1696283072.787884,6
51.959484,0.000000,serial,116,-1,1696283079.784007,7
58.963415,0.000000,serial,116,-1,1696283086.787938,8
65.963441,0.000000,serial,116,-1,1696283093.787964,9
72.971276,0.000000,serial,116,-1,1696283100.795799,10
79.975207,0.000000,serial,116,-1,1696283107.799730,11
86.975233,0.000000,serial,116,-1,1696283114.799756,12
93.975260,0.000000,serial,116,-1,1696283121.799783,13
100.979191,0.000000,serial,116,-1,1696283128.803714,14
107.979217,0.000000,serial,116,-1,1696283135.803740,15
114.983148,0.000000,serial,116,-1,1696283142.807671,16
121.983175,0.000000,serial,116,-1,1696283149.807698,17
128.991010,0.000000,serial,116,-1,1696283156.815533,18
135.987132,0.000000,serial,116,-1,1696283163.811655,19
142.991063,0.000000,serial,116,-1,1696283170.815586,20
149.991089,0.000000,serial,116,-1,1696283177.815612,21
156.995020,0.000000,serial,116,-1,1696283184.819543,22
163.995047,0.000000,serial,116,-1,1696283191.819570,23
171.034114,0.000000,serial,116,-1,1696283198.858637,24
178.038045,0.000000,serial,116,-1,1696283205.862568,25
