latency,duration,type,marker_value,key,timestamp,marker_id
6.008389,0.000000,serial,116,-1,1696372929.373098,1
13.008416,0.000000,serial,116,-1,1696372936.373125,2
20.012348,0.000000,serial,116,-1,1696372943.377057,3
27.012375,0.000000,serial,116,-1,1696372950.377084,4
34.016306,0.000000,serial,116,-1,1696372957.381015,5
41.016333,0.000000,serial,116,-1,1696372964.381042,6
48.016361,0.000000,serial,116,-1,1696372971.381070,7
55.028100,0.000000,serial,116,-1,1696372978.392809,8
62.020319,0.000000,serial,116,-1,1696372985.385028,9
69.024250,0.000000,serial,116,-1,1696372992.388959,10
76.024277,0.000000,serial,116,-1,1696372999.388986,11
83.028209,0.000000,serial,116,-1,1696373006.392918,12
90.028236,0.000000,serial,116,-1,1696373013.392945,13
97.032167,0.000000,serial,116,-1,1696373020.396876,14
104.032194,0.000000,serial,116,-1,1696373027.396903,15
111.032221,0.000000,serial,116,-1,1696373034.396930,16
118.036152,0.000000,serial,116,-1,1696373041.400861,17
125.036180,0.000000,serial,116,-1,1696373048.400889,18
132.036207,0.000000,serial,116,-1,1696373055.400916,19
139.040138,0.000000,serial,116,-1,1696373062.404847,20
146.040165,0.000000,serial,116,-1,1696373069.404874,21
153.044096,0.000000,serial,116,-1,1696373076.408805,22
160.044123,0.000000,serial,116,-1,1696373083.408832,23
167.044151,0.000000,serial,116,-1,1696373090.408860,24
174.048082,0.000000,serial,116,-1,1696373097.412791,25
