latency,duration,type,marker_value,key,timestamp,marker_id
5.348600,0.000000,serial,116,-1,1696372712.177094,1
12.352532,0.000000,serial,116,-1,1696372719.181026,2
19.360368,0.000000,serial,116,-1,1696372726.188862,3
26.364300,0.000000,serial,116,-1,1696372733.192794,4
33.364328,0.000000,serial,116,-1,1696372740.192822,5
40.364356,0.000000,serial,116,-1,1696372747.192850,6
47.368288,0.000000,serial,116,-1,1696372754.196782,7
54.368316,0.000000,serial,116,-1,1696372761.196810,8
61.372248,0.000000,serial,116,-1,1696372768.200742,9
68.372276,0.000000,serial,116,-1,1696372775.200770,10
75.376208,0.000000,serial,116,-1,1696372782.204702,11
82.376236,0.000000,serial,116,-1,1696372789.204730,12
89.380168,0.000000,serial,116,-1,1696372796.208662,13
96.380197,0.000000,serial,116,-1,1696372803.208691,14
103.380224,0.000000,serial,116,-1,1696372810.208718,15
110.384156,0.000000,serial,116,-1,1696372817.212650,16
117.384185,0.000000,serial,116,-1,1696372824.212679,17
124.384212,0.000000,serial,116,-1,1696372831.212706,18
131.388145,0.000000,serial,116,-1,1696372838.216639,19
138.388173,0.000000,serial,116,-1,1696372845.216667,20
145.396009,0.000000,serial,116,-1,1696372852.224503,21
152.399941,0.000000,serial,116,-1,1696372859.228435,22
159.399969,0.000000,serial,116,-1,1696372866.228463,23
166.399997,0.000000,serial,116,-1,1696372873.228491,24
173.403929,0.000000,serial,116,-1,1696372880.232423,25
