F3,F4,FC5,FC6,P7,P8,T7,T8
-1.93203279774625924503,-0.05910814684823623849,-0.94346318504901738322,1.65929073399159232594,-0.91521078163180602516,-0.54269974305303259055,1.03263895014528683802,0.53511170704295962786
-1.92115074445449396379,-0.25161454928174359358,-0.70207097090239689585,1.69583454824530766025,-0.15145040994631278619,-0.26721696610658202120,0.74363799590273993445,0.68721937584876746641
-1.63585818668551441490,-0.36584416248945733630,-0.32071394404532399536,1.73358636818643807587,0.76352226899995623288,-0.26183251360157255849,0.23032120665393596148,0.69269181496499199202
-1.32795212942627816055,-0.36257694710130677906,0.05294049124954371133,1.75635349354249736820,1.54664260039416956438,-0.51405532405661280571,-0.20857522853403606677,0.69824823188473350566
-1.20724512803317618470,-0.22991784100465009755,0.19576393813136966360,1.69543251120060989301,1.96687294654693323182,-0.74117777740411705523,-0.22638389828687655037,0.80162517153149748239
-1.26632469538243053186,-0.01860515272755769792,0.07373995471567230953,1.55973272908451510155,1.99251340924689124279,-0.75969425999467476984,0.20853344839388601728,0.97626820271025727127
-1.44675752662742840293,0.16034853048498645678,-0.18654379717351257661,1.44387490525533257468,1.75658801877640224909,-0.69620545381661202988,0.80335571731640820214,1.15461841416075206013
-1.51882010182477822369,0.25208256987108529357,-0.40363309253525281317,1.36811567804185596486,1.61919540563150476942,-0.77332714699750315646,1.10415907515730138400,1.19059277202058089173
-1.27526998754485454413,0.29529490203116254277,-0.41712191189526004464,1.30044871909419557099,1.83652289349594122214,-1.09932022389224370862,0.91060970568566423911,1.02070474014833467713
-0.75556335846252498101,0.35960182438564874952,-0.16659838332135565309,1.26091893873263161119,2.32109410710050623194,-1.64763916169274216017,0.42536868497279667345,0.75321850301765103097
-0.18507155601474936657,0.49569781552928354751,0.19764269115068350269,1.28821335240441969816,2.70578275220161490466,-2.26911519187085097826,0.00614816199014905050,0.53614034001473853674
0.17202420061367620918,0.66929033224378253752,0.38932881012703485224,1.35480832160776376583,2.60816703780680470004,-2.72640948805960725565,-0.12494242658834844861,0.41015767452101553614
0.26258705227808631921,0.77538659317479774469,0.28897646411251504128,1.36807530611350691707,1.97185340255350571859,-2.81860493026592617838,0.02701527737960550402,0.32793943607336484281
0.25609975595764239431,0.75876052794164483561,0.03545477830267171337,1.25959579822364231561,1.06549706815939471127,-2.57101360203209949873,0.28007052908793589330,0.29147653111010041194
0.31835744463635856638,0.64189090520366565151,-0.08954755958252864911,1.04933561430835653461,0.24754253603674261641,-2.24699536832648005813,0.35994115034270118825,0.34188763176369713070
0.51620326819144246588,0.48552303418312020566,0.09092017750481508342,0.77729211405759379705,-0.23701904765190781599,-2.08377469049933106149,0.04315574611983177822,0.45633971067499712326
0.78738197786758679086,0.37497771805738583373,0.39089031991421246959,0.43071007647555420439,-0.38949258747000414793,-2.06399683046696891253,-0.67182386621855039177,0.54440808764116976892
0.97567420063464926905,0.35093683537255859761,0.49470534684926653624,0.03845429813855005818,-0.42806464386661491339,-1.99161920815872695023,-1.45441341432105830656,0.57320210882903377403
0.94889793723214665988,0.36698714967904816353,0.33004697379761044340,-0.25846932603572592146,-0.60851200719183018428,-1.74807720015363754484,-1.84734818260841948678,0.62972652722778965639
0.69340996633281648531,0.34526839651034779699,0.07179989080026034920,-0.32968493902353446234,-0.99425322272876726082,-1.38363121754632034666,-1.67755379231533585660,0.74953053273645187105
0.31193251504126662255,0.20653656495441874430,-0.04615384762073172081,-0.18558524053123329201,-1.38000823016732976356,-1.01361362468236193557,-1.17153408024691363387,0.82507285352147163859
-0.11083465315726942491,-0.06862428305646645077,0.04121926326800891965,0.06350189925241765676,-1.49628474221024854174,-0.73923154252731881897,-0.70568082257858955053,0.74414203780282806022
-0.56032758307726682201,-0.37546713157565220209,0.21375925420970770530,0.34774714053903593713,-1.27046077286056058320,-0.59564184314173729273,-0.45263318760246723516,0.48184986952161246165
-1.01877846754952949837,-0.59579043671547260441,0.35074503949049840035,0.67413627009241516852,-0.86394894543234290740,-0.53115607748792825760,-0.32768324565034612217,0.08936885048519600805
-1.41047310600197062236,-0.70650650072583032202,0.39423648340534556134,1.00694470471509234244,-0.44592311464921152719,-0.44600153790424046374,-0.29273716141654926304,-0.37942484420461342065
-1.60343637782837555861,-0.75607268453703035949,0.33615865321712706804,1.22538425079775992188,-0.02809273547919162797,-0.24304367743165863902,-0.40155333507559820561,-0.85914913696835448764
-1.55810099341142871410,-0.79822878101962435604,0.22241338556521272896,1.28782694135491038168,0.40185783089996846007,0.04147238534704306839,-0.56016310027305515895,-1.13759794252495249900
-1.38509246945374808746,-0.83486694130451788443,0.10834606786027581316,1.27330459242917370943,0.79341229519415756855,0.21464664372444228202,-0.63543345743125556613,-1.02976810480711655771
-1.17053273322920592392,-0.85098052930078094125,-0.01463858928295636366,1.21078827237544062179,1.12376247343427371206,0.15822314017453301127,-0.68764101371801256146,-0.70773208587858649210
-0.93151675213027784750,-0.83528043268591900539,-0.20897134766609531953,1.07739468414610306546,1.37971315905433522531,-0.08929013673250417449,-0.83722416119536380297,-0.55992102670760357519
-0.69573885913729027752,-0.76651729572147520031,-0.46543675733692879692,0.91336791791731808399,1.50786759481150167694,-0.44317550035702646394,-1.06387476445284989701,-0.78934514804503586038
-0.51352526811973342458,-0.65081137692009249918,-0.64643027373955996850,0.82967943404848032429,1.46263215297801685288,-0.80817111079771464244,-1.17430517426522418312,-1.20827082063208823826
-0.41472636584881072963,-0.49513058061817949440,-0.60922423182807483588,0.92394773892298642792,1.26131725648232206893,-1.09998053518860428035,-0.98225927232811494072,-1.41424565650074618439
-0.32874956593921117465,-0.30364851728565545042,-0.32989579641822702749,1.14647525937942407204,0.98685911149956284660,-1.25224604894947599831,-0.59576057836399176626,-1.21540270910776926350
-0.17111048882640214619,-0.11059223968890206924,0.06517254873707596652,1.35942007632507366743,0.69511334147810943662,-1.27391097995052637870,-0.29360531026779107533,-0.70879843080659343801
0.03493101284496469977,0.05550569395147143120,0.34929999928066851611,1.51546898643975080923,0.37207108969899949091,-1.29399871732845106465,-0.16452692007723371259,-0.04770618749283103699
