F3,F4,FC5,FC6,P7,P8,T7,T8
0.66391233439416852402,1.21905819122925129783,0.43038943068976914796,-3.30079407120773327122,-1.18484407360023591416,-0.14176457905917363989,-0.03971183857065765932,-0.20066067977509030595
0.45782008223449804918,1.25862334604354519918,0.39886119606232739443,-3.07234534346581744657,-1.16452026284380982801,0.11078386192785169562,0.10373847896074990527,0.05500738678525706610
0.29056906300070478588,1.24914344635207430478,-0.04095203263168535612,-2.95195903461167930004,-0.86484667908156165339,0.22110758629131019304,-0.07035593753938557127,0.11815171385818593053
0.25186504510542140345,1.16503297784460491116,-0.55418846531199406069,-3.02298326295321295731,-0.43573342415716137532,0.07412026585014383495,-0.44590895894553334022,-0.01203917438746374656
0.30141636657314185843,1.02477452135177338199,-0.70765965337330072327,-3.19425282111755937109,-0.11944131778576218272,-0.14225625855113899210,-0.73165509094293978976,-0.22741823117664225484
0.31600462956143010596,0.88017941158651102906,-0.37261972509054175351,-3.29530978132808982650,-0.06130263556374562078,-0.11775815188170486725,-0.70177476818460005070,-0.38144718361336521495
0.24664345671066437160,0.76774787865203975024,0.29102449221118315004,-3.26775991704266211002,-0.33386072730523991270,0.23498879428435370809,-0.27221599706940918795,-0.35798538756483433421
0.11505862176595026136,0.68726063090086053631,0.89926582593236403795,-3.19141867268578405259,-0.82538302222887471871,0.73626909406431306770,0.35173936933766514201,-0.16629070980369461963
-0.00314430076468119688,0.62440813595176081208,1.16434085343349935648,-3.24014542748691480867,-1.27801909027158289156,1.02984204976464654990,0.79129416098004856650,0.06039005947764135990
-0.03299532915300153191,0.56612013797055205089,0.99885974066308258479,-3.52821960020562830351,-1.42107440760002612379,0.86330406529427639040,0.75624224516697680087,0.14675596223974998744
0.04694664358134555127,0.52308397253360883195,0.47088822554704068413,-3.96885744301535803302,-1.10721828986740167267,0.33069106952888577267,0.20405011222798882797,0.00664290596242214735
0.19983090718403284658,0.51378770419832331395,-0.24411819394752098944,-4.35992882098922684975,-0.46085894329332072195,-0.20163780115304705265,-0.55412553939021302885,-0.25433551655516833945
0.33915010162684466888,0.52510882699204786128,-0.96501462733725573706,-4.56551347037218491209,0.19635166601148673626,-0.38043509983394835361,-1.06175000071065839258,-0.39978304834767630638
0.39731427697135801580,0.54648096353118857937,-1.54076120834586616226,-4.60798336888070991790,0.62289417843640049188,-0.13761884973359983508,-1.11876697490680432345,-0.29058159959832513541
0.34708615063407632917,0.55916439707782072954,-1.89448906511278480913,-4.59903611154675573403,0.77614329685192973152,0.33943691532338532424,-0.83562222709785038965,0.02837943642709104056
0.19263254493849060744,0.52138515572280774713,-2.01112571684541441286,-4.57613457877840357213,0.74990079447203006335,0.81933437199219527614,-0.46113523973801723299,0.41746815767268369290
-0.01707002476922592910,0.44370969448501373922,-1.89008307413538756414,-4.48047192727048138039,0.68873967231108812470,1.11987628532681937621,-0.23184570942257801129,0.68907653564274295999
-0.24709243594247151665,0.36104374252249432642,-1.55328486317520297888,-4.26710535280220693011,0.64578942524598814678,1.15833312409150379629,-0.21480621282476447531,0.74845778842307275625
-0.50329684385365047739,0.26721008018078334922,-1.04934165116882427427,-3.95459797203464580306,0.54471811412061399427,1.00111760428659901656,-0.32360851148578928527,0.69428830891974258055
-0.76941338924324131909,0.15017408443423693742,-0.54236808001294534165,-3.63049445555730576629,0.33505611861703260557,0.81372250111936206274,-0.44828715211209863023,0.66165973426890745124
-0.95785907000668268907,0.02428687465177736815,-0.33699428315916735155,-3.37126515836309614826,0.11753350097976879296,0.77928251183533070456,-0.48414074717138055881,0.67928197459279204828
-0.96357041748195026987,-0.05799941542369697195,-0.61089160016347288096,-3.14326244293834644594,0.07990032452736899049,0.97411922524256056022,-0.39015080190933298931,0.65320181514295960756
-0.79523834628683420789,-0.06098069967789859769,-1.15765615267015453682,-2.90547527364103563841,0.28708142305085765367,1.19567936143549147232,-0.25000004710291429122,0.48179207649033450878
-0.57993795113469204239,-0.04623234033037882523,-1.48297410480643132580,-2.70725009213516720763,0.59500008544478022454,1.07828839136224785555,-0.18913807244308544764,0.24205656236227848788
-0.43449345939625211299,-0.11156406254661038746,-1.19781888279035686473,-2.64393428030693078412,0.76977302187395524324,0.43755447286872806156,-0.27321140908560720417,0.11286369492274202220
-0.38100449078778725331,-0.28057403547156811729,-0.36429656849031538668,-2.80060890031926179589,0.66139004163394476965,-0.55803917421544158017,-0.46313136251025399659,0.15902955108583266552
-0.36014480554570149629,-0.47105503607401827404,0.55344410545936917334,-3.13723937439231992386,0.35160042089366810858,-1.40884292502339225628,-0.62649050481582202465,0.30165911812467188780
-0.31728632396650990888,-0.55243009576417501094,1.05204099389927274721,-3.45474152838742121219,0.08284286530377873992,-1.58915659508412776546,-0.63224023671905338340,0.36857692307132294829
-0.25721154189423456327,-0.47281764115596802700,0.92616758483719696660,-3.55468543866870678727,0.02221562740835203442,-1.00648053978991147694,-0.44007238663235381804,0.22088204709087241873
-0.21014860740540589057,-0.30219957409183456631,0.34262641560386980499,-3.38517239556896809560,0.16526784797072976985,-0.08435912441664132622,-0.11974279878702009938,-0.09083974709805910097
-0.19516632673992662106,-0.15155005778437907749,-0.35096510663392266327,-3.06962036786586445203,0.37017496871970873018,0.54654927845067402536,0.18022354790474565123,-0.39995017895906276317
-0.22404780995061762683,-0.09460424788122070994,-0.85593279457833770785,-2.81505437758789289759,0.47113899748232807019,0.48568183082875804324,0.31392481939577399075,-0.58311579283954539932
-0.29126973529161670484,-0.13020998493237714855,-1.07390305314264922210,-2.75482810829868940417,0.43741585734948706943,-0.12830980826321780608,0.23791655211434559192,-0.59142909972359891668
-0.33405934053948088680,-0.20440375019244655386,-1.11180101380280538237,-2.87815364993414846140,0.40394273584096784813,-0.78578927951956700770,0.05122523708103295798,-0.45884075369532101307
-0.25189218055410811381,-0.27522520063124400469,-1.11583208147439627567,-3.09416692946987303969,0.51708593824231130487,-1.07809867694499361690,-0.07128154269172894131,-0.28096357444115649393
-0.00770574961199594049,-0.32672022656365790061,-1.11704894898598561248,-3.32970247125202778449,0.73018537989311271819,-0.99987022617659659929,-0.01251740422578625188,-0.14568629955965975431
0.31233453050906512249,-0.35667596655011302165,-0.99399099090911935406,-3.54286972682737522078,0.82081537450307062720,-0.87913412622503694926,0.21318155279252806733,-0.11011846365877492326
0.55308681021105055020,-0.38829374082214113129,-0.63621829639145111024,-3.66401677948850990063,0.64075642536656296500,-0.97496354242200844453,0.48852738388230110278,-0.18135212615170115402
0.60960675868061864335,-0.43425798928624853579,-0.15554904380320369595,-3.59612371310634104660,0.25549670203910973543,-1.21593050217180320693,0.65909090595993713446,-0.33461389175977801491
0.49222228769038439689,-0.46334937109064772143,0.21063439365151048754,-3.29569691070545456313,-0.13864460992307683918,-1.32087529683583237983,0.68874220813784969852,-0.52686475157189027740
