F3,F4,FC5,FC6,P7,P8,T7,T8
-0.79868653072263851023,-0.74728823681068856644,-0.59447490433612681926,-0.64557537907552808853,-0.52402478987252421039,4.21489320289230295913,-0.30667696092184226764,-0.66730196431974020399
-0.45193139499170531526,-0.96442679605099335127,-0.46854430166399652080,-0.97766850389919768283,-0.39171784593313296874,4.23701636066281039916,-0.36492123519098557116,-0.96610101875810261429
0.07914198766303719157,-1.16366748390756447051,-0.38498804478283510377,-1.16635999331159179171,-0.19543656162959172073,4.28801820275087131051,-0.41506506811417653857,-1.22725134755694820221
0.62095422183623283363,-1.26878517688403191777,-0.29412485558091105986,-1.07667846692960877952,-0.02492506271159055514,4.32080579134065256852,-0.30742568317326035565,-1.24077629172992365270
0.98266629044842146445,-1.17344793550137271865,-0.09984481428057367935,-0.68635153316124608569,0.03107570446004980641,4.25013964963612167480,-0.04152196721533191887,-0.90323963910045357295
1.10841115838479220557,-0.85722873801516008552,0.21832569322749417751,-0.15494294846189129999,-0.02073417073185790035,4.06327611509712571802,0.22709041758297740521,-0.35268687810846727215
0.99715018584287307135,-0.42705999103858743871,0.51556561470060646712,0.25472303344930574687,-0.11561024665357574892,3.84218424464586849609,0.32189273162390408256,0.14567670727447196155
0.69955417365742100788,-0.07307687099901616357,0.59551025807461321904,0.32705638530372627137,-0.18239159517049050030,3.70478378586294043728,0.18293138908685827038,0.36960425122061296710
0.31267793839625146468,-0.00009784885431018994,0.43652020311574002420,0.00026649620373063432,-0.19282387543672124819,3.74099032046650892269,0.03256375039830002732,0.29553742448868020043
-0.03423532200404663661,-0.26517770000680529474,0.18722072810744183613,-0.59450555939416116491,-0.15526134172551206425,3.93539680270689684605,0.11737860604956161514,0.04832919425828242910
-0.24965266163318877712,-0.69620639364018577222,0.00401291406551784746,-1.18317418035343435712,-0.08953874909468916010,4.16384457115428130436,0.41702756530979223637,-0.23651385811267841563
-0.25392355202490490829,-1.02457060670219535226,-0.03686320102992457493,-1.48816350737701141860,0.00940710350973539104,4.29149128975382598838,0.69937357969446067862,-0.48286354044696550014
-0.05428088979279367676,-1.06188334343418810946,0.02008453548783339926,-1.37247428850909081177,0.14838764125427680862,4.26702807460738320344,0.73682783838514820385,-0.64891262026668528051
0.14212334437170265344,-0.83399317248747217857,0.07085029754482619069,-0.92264446172246628031,0.27117170971607268415,4.15773982876075454129,0.57890792515562350395,-0.64926401018771850993
0.14147175265011202594,-0.53754127663751860577,0.06986860844158826467,-0.39268926685820521039,0.30690921987844460572,4.07588087898223250249,0.48230341610166971300,-0.41695919606717085637
-0.09126613571226128985,-0.34718141151499110064,0.01221784403318526557,-0.03235977786490534802,0.24862622469081080423,4.06581084210730736572,0.56288550730223929630,-0.04518967866710357079
-0.45545677170006426682,-0.29397639340851755563,-0.09685220110934356086,0.05050555743513203411,0.15647988759221517774,4.08389180349784997048,0.69538591093428214762,0.23922277882889994571
-0.74604060396535154531,-0.24264723857854147981,-0.21594474158538723430,-0.07773056289238637617,0.09862037600897874401,4.05223847354724764358,0.65470567754257646964,0.26479734495746010126
-0.77514878059983760572,-0.06280876981967617456,-0.27351702276890099697,-0.26157265008082164481,0.09049646057311820646,3.93727788724084781791,0.35575631648147726382,0.07572382298051201499
