F3,F4,FC5,FC6,P7,P8,T7,T8
7.84879190227142231606,7.75673728804355366862,7.66439031625389599611,7.57127324796333400769,7.47700328091042631939,7.38149409905607001292,7.28510876778491134331,7.18802567167866079956
9.57860347524758104498,9.52355952788805026898,9.47128969603168791025,9.42147219971239380243,9.37379422550239738143,9.32788678785649949532,9.28348753156630657202,9.24034533766774934804
7.28825721884042376786,7.20547277955264497962,7.12308835220989955417,7.04053682974385353077,6.95732680897816990750,6.87317130297399803140,6.78816019338512166570,6.70225886056130359947
2.07994564807246851146,1.91639743310036858581,1.74662269207052989195,1.56952304321706037626,1.38426779271487165879,1.19099661508877674443,0.99099903222740126640,0.78502188891206003962
-2.13405183585947977321,-2.37660574526653256555,-2.63160366997424111091,-2.90059801088858515428,-3.18468608936065145087,-3.48324308717152231196,-3.79374019140228035951,-4.11461343343192798017
-2.22710059326141829317,-2.50288621484620499302,-2.79340821506301750787,-3.10036063341796364057,-3.42490308876348548139,-3.76615291702814269925,-4.12100345629675413051,-4.48750592024057493035
1.97643679113814729753,1.71464567241985355039,1.43972490017757004388,1.15011008409801185337,0.84473959585364633007,0.52446704949958511399,0.19224480016165867990,-0.15008086791817276673
7.27092675070084926148,7.03023784722777200784,6.77839832012506260384,6.51397090662625988244,6.23597532594565873154,5.94516052651736437440,5.64419201769996536910,5.33471877661131799186
9.94840918878523439162,9.69150489972940043515,9.42192790612989838905,9.13809593938610298380,8.83893287988898990193,8.52528739556577974668,8.20012161780631565478,7.86526709897242515268
8.65597904324158839984,8.33190944276465828011,7.98899557441822238957,7.62517864411421264492,7.23908169246677335451,6.83195915492118288626,6.40788068915425057526,5.96939660759831625114
4.89249389514186105998,4.47602024678619869746,4.03218564478606378287,3.55829430833111270971,3.05256687186887143426,2.51680044625615506604,1.95654387890927194960,1.37531613654143680670
1.46528208520836122908,0.96698305632090697515,0.43385775435774837083,-0.13735194624546828712,-0.74878647297405753758,-1.39820003193905750827,-2.07879050079840288490,-2.78621571345839447176
-0.03352717070955167633,-0.58069258268444701176,-1.16683319238736005197,-1.79553012675665568665,-2.46913234214322718785,-3.18514452279084503417,-3.93605490036120952979,-4.71705549590271999705
-0.11149792351967874326,-0.66506796227529751953,-1.25763611780506967541,-1.89279905905360545937,-2.57291011689324378153,-3.29543680027393781629,-4.05278153604381685682,-4.84008284692665835536
-0.04041961237763658926,-0.56039264585033510269,-1.11582782916120404337,-1.71004330183834962753,-2.34519588831175429533,-3.01888640955771725416,-3.72397638189397017783,-4.45590555409323840763
-0.20299047733446365371,-0.65254264995258248749,-1.13117158811257545459,-1.64166733314476864791,-2.18582572542627717738,-2.76155311791293023305,-3.36268706642193038192,-3.98530121181687269072
0.25339672958677816883,-0.09612615820101307051,-0.46614317950583639139,-0.85878581332219972033,-1.27542884190551730761,-1.71450952297911851652,-2.17134980462487892083,-2.64299832405405998870
2.26088394373051038144,2.01161253793099437104,1.75055203422784688705,1.47613626840082545755,1.18731502828803114902,0.88499899119423630633,0.57225246354854197861,0.25094475634029966837
5.60511511057430311666,5.42295006121979294988,5.23524693678017438714,5.04075375921851431826,4.83857103418062539646,4.62908533471803096404,4.41419014084027416800,4.19494863824449382150
8.72181203718770703404,8.56672258168087275010,8.40900412585442325053,8.24751400682413304821,8.08139432189504347548,7.91078761761360294003,7.73707943518771656954,7.56097314759881289348
9.62966699316374530326,9.47807306950666905720,9.32426495881755101891,9.16714962820665490995,9.00590909235338088479,8.84068837864344558852,8.67283657313578792980,8.50303752037312499112
7.70073751955017637982,7.54657783458208353267,7.38933656964606822015,7.22797820899743115319,7.06174955673700299741,6.89090476287808062494,6.71692272652743049832,6.54060264589097251076
4.45108526540929894111,4.29326064764650627836,4.13091209719848340143,3.96302645871439773728,3.78888377210381754878,3.60883249642207104557,3.42447794754380563376,3.23673584056834151568
2.22685191062351384161,2.05833899622247118444,1.88346508928731681820,1.70113614996233897259,1.51057834472454399766,1.31220356231927826052,1.10778150795329954903,0.89835226923631561480
2.20874297294228716382,2.01260023112003727519,1.80753874500887223853,1.59224672269927602919,1.36579783167280943701,1.12871114541560224609,0.88312539969252878969,0.63031916204490334721
3.37069965298940665832,3.12681521323721245409,2.87046860806121673093,2.60001865161540113291,2.31431956210792399986,2.01410360526891807353,1.70216961779887077100,1.38021648874902513882
3.54055269353908474983,3.24454084463184244669,2.93240988652907086376,2.60220956677797499168,2.25260349475848720147,1.88460227404465885392,1.50176454383724822250,1.10628167125907839186
1.77233892620807687024,1.45161549931934041879,1.11298697017674497189,0.75442397121290327711,0.37456359243547038274,-0.02539463752068269950,-0.44149204448471879303,-0.87125906643184203304
-0.75807007462544517828,-1.04774003631499290634,-1.35326483600782054850,-1.67637892901541007973,-2.01822946024535454512,-2.37770248065091038825,-2.75125088722216526449,-3.13663849174322129087
-2.02842240830924014361,-2.23274125101156828421,-2.44684304628839299767,-2.67185415109769408559,-2.90851822820395700120,-3.15611941229931725061,-3.41234216542385260240,-3.67572072590766385503
-1.04611616195643342131,-1.15076156501557447243,-1.25767582028778335257,-1.36735028154213766882,-1.48012737613535771963,-1.59581749685447094045,-1.71357785058787892574,-1.83289429697068029235
1.24758581718543415384,1.20325599870213628684,1.16169606327795427170,1.12274982738216477784,1.08627354866104797182,1.05210399773370832932,1.02018392128799884055,0.99042112960414441236
2.86605940475673515166,2.81433821810187723145,2.76549265546367539770,2.71928741105192361971,2.67552427392186453758,2.63407364439644675613,2.59501756444079711983,2.55832830377639686148
