latency,duration,type,marker_value,key,timestamp,marker_id
6.160650,0.000000,serial,116,-1,1696459378.875327,1
13.164583,0.000000,serial,116,-1,1696459385.879260,2
20.172421,0.000000,serial,116,-1,1696459392.887098,3
27.223204,0.000000,serial,116,-1,1696459399.937881,4
34.168576,0.000000,serial,116,-1,1696459406.883253,5
41.168605,0.000000,serial,116,-1,1696459413.883282,6
48.172539,0.000000,serial,116,-1,1696459420.887216,7
55.172568,0.000000,serial,116,-1,1696459427.887245,8
62.172597,0.000000,serial,116,-1,1696459434.887274,9
69.188243,0.000000,serial,116,-1,1696459441.902920,10
76.176560,0.000000,serial,116,-1,1696459448.891237,11
83.176589,0.000000,serial,116,-1,1696459455.891266,12
90.180523,0.000000,serial,116,-1,1696459462.895200,13
97.184456,0.000000,serial,116,-1,1696459469.899133,14
104.184485,0.000000,serial,116,-1,1696459476.899162,15
111.188419,0.000000,serial,116,-1,1696459483.903096,16
118.188448,0.000000,serial,116,-1,1696459490.903125,17
125.192382,0.000000,serial,116,-1,1696459497.907059,18
132.211931,0.000000,serial,116,-1,1696459504.926608,19
139.204153,0.000000,serial,116,-1,1696459511.918830,20
146.208086,0.000000,serial,116,-1,1696459518.922763,21
153.208115,0.000000,serial,116,-1,1696459525.922792,22
160.212049,0.000000,serial,116,-1,1696459532.926726,23
167.212078,0.000000,serial,116,-1,1696459539.926755,24
174.212107,0.000000,serial,116,-1,1696459546.926784,25
