latency,duration,type,marker_value,key,timestamp,marker_id
5.707772,0.000000,serial,116,-1,1696371421.000234,1
12.711701,0.000000,serial,116,-1,1696371428.004163,2
19.715629,0.000000,serial,116,-1,1696371435.008091,3
26.715654,0.000000,serial,116,-1,1696371442.008116,4
33.719582,0.000000,serial,116,-1,1696371449.012044,5
40.719607,0.000000,serial,116,-1,1696371456.012069,6
48.266203,0.000000,serial,116,-1,1696371463.558665,7
54.961709,0.000000,serial,116,-1,1696371470.254171,8
61.965638,0.000000,serial,116,-1,1696371477.258100,9
68.965662,0.000000,serial,116,-1,1696371484.258124,10
75.965687,0.000000,serial,116,-1,1696371491.258149,11
82.965711,0.000000,serial,116,-1,1696371498.258173,12
89.969640,0.000000,serial,116,-1,1696371505.262102,13
96.969664,0.000000,serial,116,-1,1696371512.262126,14
103.973593,0.000000,serial,116,-1,1696371519.266055,15
110.973617,0.000000,serial,116,-1,1696371526.266079,16
117.981450,0.000000,serial,116,-1,1696371533.273912,17
124.981474,0.000000,serial,116,-1,1696371540.273936,18
131.981499,0.000000,serial,116,-1,1696371547.273961,19
138.985427,0.000000,serial,116,-1,1696371554.277889,20
145.985452,0.000000,serial,116,-1,1696371561.277914,21
152.985476,0.000000,serial,116,-1,1696371568.277938,22
159.989405,0.000000,serial,116,-1,1696371575.281867,23
166.989429,0.000000,serial,116,-1,1696371582.281891,24
173.993358,0.000000,serial,116,-1,1696371589.285820,25
