latency,duration,type,marker_value,key,timestamp,marker_id
5.707772,0.000000,serial,116,-1,1696370797.623249,1
12.707796,0.000000,serial,116,-1,1696370804.623273,2
19.711724,0.000000,serial,116,-1,1696370811.627201,3
26.711748,0.000000,serial,116,-1,1696370818.627225,4
33.715676,0.000000,serial,116,-1,1696370825.631153,5
40.719605,0.000000,serial,116,-1,1696370832.635082,6
47.719629,0.000000,serial,116,-1,1696370839.635106,7
54.719653,0.000000,serial,116,-1,1696370846.635130,8
61.723581,0.000000,serial,116,-1,1696370853.639058,9
68.723605,0.000000,serial,116,-1,1696370860.639082,10
75.723629,0.000000,serial,116,-1,1696370867.639106,11
82.727557,0.000000,serial,116,-1,1696370874.643034,12
89.727581,0.000000,serial,116,-1,1696370881.643058,13
96.727606,0.000000,serial,116,-1,1696370888.643083,14
103.731534,0.000000,serial,116,-1,1696370895.647011,15
110.731558,0.000000,serial,116,-1,1696370902.647035,16
117.735486,0.000000,serial,116,-1,1696370909.650963,17
124.735510,0.000000,serial,116,-1,1696370916.650987,18
131.735534,0.000000,serial,116,-1,1696370923.651011,19
138.739463,0.000000,serial,116,-1,1696370930.654940,20
145.739487,0.000000,serial,116,-1,1696370937.654964,21
152.743415,0.000000,serial,116,-1,1696370944.658892,22
159.743439,0.000000,serial,116,-1,1696370951.658916,23
166.747367,0.000000,serial,116,-1,1696370958.662844,24
173.747391,0.000000,serial,116,-1,1696370965.662868,25
