latency,duration,type,marker_value,key,timestamp,marker_id
5.860031,0.000000,serial,116,-1,1696369078.693249,1
12.863958,0.000000,serial,116,-1,1696369085.697176,2
19.867885,0.000000,serial,116,-1,1696369092.701103,3
26.871812,0.000000,serial,116,-1,1696369099.705030,4
33.871835,0.000000,serial,116,-1,1696369106.705053,5
40.875762,0.000000,serial,116,-1,1696369113.708980,6
47.879689,0.000000,serial,116,-1,1696369120.712907,7
54.875808,0.000000,serial,116,-1,1696369127.709026,8
61.879735,0.000000,serial,116,-1,1696369134.712953,9
68.879758,0.000000,serial,116,-1,1696369141.712976,10
75.879781,0.000000,serial,116,-1,1696369148.712999,11
82.883708,0.000000,serial,116,-1,1696369155.716926,12
89.883731,0.000000,serial,116,-1,1696369162.716949,13
96.883754,0.000000,serial,116,-1,1696369169.716972,14
103.887682,0.000000,serial,116,-1,1696369176.720900,15
110.887705,0.000000,serial,116,-1,1696369183.720923,16
117.891632,0.000000,serial,116,-1,1696369190.724850,17
124.891655,0.000000,serial,116,-1,1696369197.724873,18
131.895582,0.000000,serial,116,-1,1696369204.728800,19
138.895605,0.000000,serial,116,-1,1696369211.728823,20
145.895628,0.000000,serial,116,-1,1696369218.728846,21
152.899555,0.000000,serial,116,-1,1696369225.732773,22
159.899578,0.000000,serial,116,-1,1696369232.732796,23
166.899601,0.000000,serial,116,-1,1696369239.732819,24
173.903528,0.000000,serial,116,-1,1696369246.736746,25
