latency,duration,type,marker_value,key,timestamp,marker_id
5.418870,0.000000,serial,116,-1,1696542309.917441,1
12.528207,0.000000,serial,116,-1,1696542317.026778,2
19.426724,0.000000,serial,116,-1,1696542323.925295,3
26.426748,0.000000,serial,116,-1,1696542330.925319,4
33.430675,0.000000,serial,116,-1,1696542337.929246,5
40.430698,0.000000,serial,116,-1,1696542344.929269,6
47.430722,0.000000,serial,116,-1,1696542351.929293,7
54.434649,0.000000,serial,116,-1,1696542358.933220,8
61.465905,0.000000,serial,116,-1,1696542365.964476,9
68.469833,0.000000,serial,116,-1,1696542372.968404,10
75.469856,0.000000,serial,116,-1,1696542379.968427,11
82.469879,0.000000,serial,116,-1,1696542386.968450,12
89.473807,0.000000,serial,116,-1,1696542393.972378,13
96.477734,0.000000,serial,116,-1,1696542400.976305,14
103.528511,0.000000,serial,116,-1,1696542408.027082,15
110.512918,0.000000,serial,116,-1,1696542415.011489,16
117.520749,0.000000,serial,116,-1,1696542422.019320,17
124.520773,0.000000,serial,116,-1,1696542429.019344,18
131.575453,0.000000,serial,116,-1,1696542436.074024,19
138.579381,0.000000,serial,116,-1,1696542443.077952,20
145.579404,0.000000,serial,116,-1,1696542450.077975,21
152.583332,0.000000,serial,116,-1,1696542457.081903,22
159.583355,0.000000,serial,116,-1,1696542464.081926,23
166.583378,0.000000,serial,116,-1,1696542471.081949,24
173.587306,0.000000,serial,116,-1,1696542478.085877,25
