latency,duration,type,marker_value,key,timestamp,marker_id
5.621883,0.000000,serial,116,-1,1696286676.586554,1
12.618004,0.000000,serial,116,-1,1696286683.582675,2
19.618029,0.000000,serial,116,-1,1696286690.582700,3
26.621958,0.000000,serial,116,-1,1696286697.586629,4
33.621983,0.000000,serial,116,-1,1696286704.586654,5
40.625912,0.000000,serial,116,-1,1696286711.590583,6
47.625937,0.000000,serial,116,-1,1696286718.590608,7
54.668907,0.000000,serial,116,-1,1696286725.633578,8
61.629891,0.000000,serial,116,-1,1696286732.594562,9
68.629916,0.000000,serial,116,-1,1696286739.594587,10
75.633846,0.000000,serial,116,-1,1696286746.598517,11
82.657295,0.000000,serial,116,-1,1696286753.621966,12
89.661224,0.000000,serial,116,-1,1696286760.625895,13
96.719811,0.000000,serial,116,-1,1696286767.684482,14
103.661274,0.000000,serial,116,-1,1696286774.625945,15
110.665204,0.000000,serial,116,-1,1696286781.629875,16
117.665229,0.000000,serial,116,-1,1696286788.629900,17
124.665254,0.000000,serial,116,-1,1696286795.629925,18
131.669183,0.000000,serial,116,-1,1696286802.633854,19
138.669208,0.000000,serial,116,-1,1696286809.633879,20
145.684849,0.000000,serial,116,-1,1696286816.649520,21
152.677066,0.000000,serial,116,-1,1696286823.641737,22
159.680995,0.000000,serial,116,-1,1696286830.645666,23
166.681020,0.000000,serial,116,-1,1696286837.645691,24
173.708374,0.000000,serial,116,-1,1696286844.673045,25
