latency,duration,type,marker_value,key,timestamp,marker_id
8.651453,0.000000,serial,116,-1,1696286464.606420,1
15.655382,0.000000,serial,116,-1,1696286471.610349,2
22.655406,0.000000,serial,116,-1,1696286478.610373,3
29.663240,0.000000,serial,116,-1,1696286485.618207,4
36.659360,0.000000,serial,116,-1,1696286492.614327,5
43.663289,0.000000,serial,116,-1,1696286499.618256,6
50.682835,0.000000,serial,116,-1,1696286506.637802,7
57.667243,0.000000,serial,116,-1,1696286513.622210,8
64.667268,0.000000,serial,116,-1,1696286520.622235,9
71.675101,0.000000,serial,116,-1,1696286527.630068,10
78.671222,0.000000,serial,116,-1,1696286534.626189,11
85.671247,0.000000,serial,116,-1,1696286541.626214,12
92.671272,0.000000,serial,116,-1,1696286548.626239,13
99.702530,0.000000,serial,116,-1,1696286555.657497,14
106.753308,0.000000,serial,116,-1,1696286562.708275,15
113.753333,0.000000,serial,116,-1,1696286569.708300,16
120.757261,0.000000,serial,116,-1,1696286576.712228,17
127.788519,0.000000,serial,116,-1,1696286583.743486,18
134.757311,0.000000,serial,116,-1,1696286590.712278,19
141.784665,0.000000,serial,116,-1,1696286597.739632,20
148.765169,0.000000,serial,116,-1,1696286604.720136,21
155.773003,0.000000,serial,116,-1,1696286611.727970,22
162.776931,0.000000,serial,116,-1,1696286618.731898,23
169.776956,0.000000,serial,116,-1,1696286625.731923,24
176.780885,0.000000,serial,116,-1,1696286632.735852,25
