latency,duration,type,marker_value,key,timestamp,marker_id
8.686589,0.000000,serial,116,-1,1696286249.522491,1
15.694421,0.000000,serial,116,-1,1696286256.530323,2
22.702253,0.000000,serial,116,-1,1696286263.538155,3
29.702277,0.000000,serial,116,-1,1696286270.538179,4
36.710110,0.000000,serial,116,-1,1696286277.546012,5
43.706230,0.000000,serial,116,-1,1696286284.542132,6
50.706254,0.000000,serial,116,-1,1696286291.542156,7
57.714086,0.000000,serial,116,-1,1696286298.549988,8
64.710206,0.000000,serial,116,-1,1696286305.546108,9
71.710230,0.000000,serial,116,-1,1696286312.546132,10
78.714158,0.000000,serial,116,-1,1696286319.550060,11
85.714182,0.000000,serial,116,-1,1696286326.550084,12
92.733726,0.000000,serial,116,-1,1696286333.569628,13
99.729846,0.000000,serial,116,-1,1696286340.565748,14
106.729870,0.000000,serial,116,-1,1696286347.565772,15
113.729895,0.000000,serial,116,-1,1696286354.565797,16
120.733823,0.000000,serial,116,-1,1696286361.569725,17
127.733847,0.000000,serial,116,-1,1696286368.569749,18
134.737775,0.000000,serial,116,-1,1696286375.573677,19
141.737799,0.000000,serial,116,-1,1696286382.573701,20
148.741727,0.000000,serial,116,-1,1696286389.577629,21
155.741751,0.000000,serial,116,-1,1696286396.577653,22
162.745679,0.000000,serial,116,-1,1696286403.581581,23
169.745703,0.000000,serial,116,-1,1696286410.581605,24
176.749631,0.000000,serial,116,-1,1696286417.585533,25
