latency,duration,type,marker_value,key,timestamp,marker_id
6.586193,0.000000,serial,116,-1,1696630418.379381,1
13.348069,0.000000,serial,116,-1,1696630425.141257,2
20.371520,0.000000,serial,116,-1,1696630432.164708,3
27.414490,0.000000,serial,116,-1,1696630439.207678,4
34.441845,0.000000,serial,116,-1,1696630446.235033,5
41.480912,0.000000,serial,116,-1,1696630453.274100,6
48.418472,0.000000,serial,116,-1,1696630460.211660,7
55.422402,0.000000,serial,116,-1,1696630467.215590,8
62.480989,0.000000,serial,116,-1,1696630474.274177,9
69.500535,0.000000,serial,116,-1,1696630481.293723,10
76.500561,0.000000,serial,116,-1,1696630488.293749,11
83.512299,0.000000,serial,116,-1,1696630495.305487,12
90.504517,0.000000,serial,116,-1,1696630502.297705,13
97.578721,0.000000,serial,116,-1,1696630509.371909,14
104.508473,0.000000,serial,116,-1,1696630516.301661,15
111.559252,0.000000,serial,116,-1,1696630523.352440,16
118.559278,0.000000,serial,116,-1,1696630530.352466,17
125.563208,0.000000,serial,116,-1,1696630537.356396,18
132.567137,0.000000,serial,116,-1,1696630544.360325,19
139.567163,0.000000,serial,116,-1,1696630551.360351,20
146.571093,0.000000,serial,116,-1,1696630558.364281,21
153.621872,0.000000,serial,116,-1,1696630565.415060,22
160.578953,0.000000,serial,116,-1,1696630572.372141,23
167.575075,0.000000,serial,116,-1,1696630579.368263,24
174.575101,0.000000,serial,116,-1,1696630586.368289,25
